purl,ecosystem,dependent_repos,repository_url,cargo_dir,crate,version,upstream,advisory,nvd,severity,sources,summary
pkg:hex/ockam_vault_software,hex,17,https://github.com/build-trust/ockam,.,libsqlite3-sys,0.30.1,sqlite3@3.46.0,CVE-2026-50812,no_cpe,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2026-50812,A NULL pointer dereference in the SQLite Session Extension in SQLite 3.53.1 and SQLite trunk builds before check-in e807
pkg:hex/ockam_vault_software,hex,17,https://github.com/build-trust/ockam,.,libsqlite3-sys,0.30.1,sqlite3@3.46.0,CVE-2026-11824,in_range,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X,DEBIAN-CVE-2026-11824,SQLite before 3.53.2 contains a heap-based buffer overflow vulnerability in the FTS5 full-text search extension that all
pkg:hex/imageflow,hex,1,https://github.com/naps62/imageflow_ex,native/imageflow_ex,libwebp-sys,0.3.0,libwebp@1.1.0,CVE-2023-1999,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2023-1999 ALPINE-CVE-2023-1999,There exists a use after free/double free in libwebp. An attacker can use the ApplyFiltersAndEncode() function and loop 
pkg:hex/imageflow,hex,1,https://github.com/naps62/imageflow_ex,native/imageflow_ex,libwebp-sys,0.3.0,libwebp@1.1.0,CVE-2023-4863,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,DEBIAN-CVE-2023-4863 DSA-5497-1 ALPINE-CVE-2023-4863,Heap buffer overflow in libwebp in Google Chrome prior to 116.0.5845.187 and libwebp 1.3.2 allowed a remote attacker to 
pkg:hex/imageflow,hex,1,https://github.com/naps62/imageflow_ex,native/imageflow_ex,libz-sys,1.1.2,zlib@1.2.11,CVE-2022-37434,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2022-37434 ALPINE-CVE-2022-37434,zlib through 1.2.12 has a heap-based buffer over-read or buffer overflow in inflate in inflate.c via a large gzip header
pkg:hex/imageflow,hex,1,https://github.com/naps62/imageflow_ex,native/imageflow_ex,libz-sys,1.1.2,zlib@1.2.11,CVE-2023-45853,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2023-45853,MiniZip in zlib through 1.3 has an integer overflow and resultant heap-based buffer overflow in zipOpenNewFileInZip4_64 
pkg:hex/imageflow,hex,1,https://github.com/naps62/imageflow_ex,native/imageflow_ex,libz-sys,1.1.2,zlib@1.2.11,CVE-2026-22184,in_range,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2026-22184 ALPINE-CVE-2026-22184,zlib versions up to and including 1.3.1.2 include a global buffer overflow in the untgz utility located under contrib/un
pkg:hex/imageflow,hex,1,https://github.com/naps62/imageflow_ex,native/imageflow_ex,libz-sys,1.1.2,zlib@1.2.11,CVE-2018-25032,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2018-25032 ALPINE-CVE-2018-25032,"zlib before 1.2.12 allows memory corruption when deflating (i.e., when compressing) if the input has many distant matche"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-8286,in_range,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,DEBIAN-CVE-2026-8286 UBUNTU-CVE-2026-8286 USN-8487-1,A vulnerability exists where a new transfer that uses STARTTLS to upgrade the connection might reuse an existing live co
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-8458,in_range,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,DEBIAN-CVE-2026-8458 UBUNTU-CVE-2026-8458,"libcurl might in some circumstances reuse the wrong connection when asked to do Negotiate-authenticated ones, even when "
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-8924,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,DEBIAN-CVE-2026-8924 UBUNTU-CVE-2026-8924,A flaw in curl’s cookie parsing logic allows a malicious HTTP server to set 'super cookies' that bypass the Public Suffi
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-8927,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,DEBIAN-CVE-2026-8927 UBUNTU-CVE-2026-8927,"When reusing a libcurl handle for sequential transfers driven by environment-variable proxy configuration, libcurl fails"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-1965,in_range,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,DEBIAN-CVE-2026-1965 UBUNTU-CVE-2026-1965,libcurl can in some circumstances reuse the wrong connection when asked to do an Negotiate-authenticated HTTP or HTTPS r
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2024-7264,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,DEBIAN-CVE-2024-7264 ALPINE-CVE-2024-7264 UBUNTU-CVE-2024-7264 USN-6944-1,"libcurl's ASN1 parser code has the `GTime2str()` function, used for parsing an ASN.1 Generalized Time field. If given an"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-9547,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,DEBIAN-CVE-2026-9547 UBUNTU-CVE-2026-9547,When a libcurl-based application performs transfers via `SCP://` or `SFTP://` and utilizes the `CURLOPT_SSH_KEYFUNCTION`
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-38039,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2023-38039 ALPINE-CVE-2023-38039 UBUNTU-CVE-2023-38039,"When curl retrieves an HTTP response, it stores the incoming headers so that they can be accessed later via the libcurl "
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-38545,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2023-38545 ALPINE-CVE-2023-38545 UBUNTU-CVE-2023-38545,This flaw makes curl overflow a heap based buffer in the SOCKS5 proxy handshake.  When curl is asked to pass along the h
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2024-8096,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,DEBIAN-CVE-2024-8096 ALPINE-CVE-2024-8096 UBUNTU-CVE-2024-8096 USN-7012-1 USN-8525-1,"When curl is told to use the Certificate Status Request TLS extension, often referred to as OCSP stapling, to verify tha"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2024-9681,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:L,DEBIAN-CVE-2024-9681 ALPINE-CVE-2024-9681 UBUNTU-CVE-2024-9681 USN-7104-1,"When curl is asked to use HSTS, the expiry time for a subdomain might overwrite a parent domain's cache entry, making it"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-38546,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,DEBIAN-CVE-2023-38546 ALPINE-CVE-2023-38546 UBUNTU-CVE-2023-38546,"This flaw allows an attacker to insert cookies at will into a running program using libcurl, if the specific series of c"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-46218,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,DEBIAN-CVE-2023-46218 ALPINE-CVE-2023-46218,"This flaw allows a malicious HTTP server to set ""super cookies"" in curl that are then passed back to more origins than w"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-46219,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,DEBIAN-CVE-2023-46219 ALPINE-CVE-2023-46219 UBUNTU-CVE-2023-46219,"When saving HSTS data to an excessively long file name, curl could end up removing all contents, making subsequent reque"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2024-11053,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:N/A:N,DEBIAN-CVE-2024-11053 ALPINE-CVE-2024-11053 UBUNTU-CVE-2024-11053 USN-7162-1,"When asked to both use a `.netrc` file for credentials and to follow HTTP redirects, curl could leak the password used f"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2024-2004,in_range,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,DEBIAN-CVE-2024-2004 ALPINE-CVE-2024-2004 UBUNTU-CVE-2024-2004 USN-6718-3,When a protocol selection parameter option disables all protocols without adding any then the default set of protocols w
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2024-2398,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,DEBIAN-CVE-2024-2398 ALPINE-CVE-2024-2398 UBUNTU-CVE-2024-2398,"When an application tells libcurl it wants to allow HTTP/2 server push, and the amount of received headers for the push "
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-8932,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,DEBIAN-CVE-2026-8932 UBUNTU-CVE-2026-8932,libcurl would reuse a previously created connection even when some mTLS config related option had been changed that shou
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-4873,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,DEBIAN-CVE-2026-4873 UBUNTU-CVE-2026-4873 USN-8227-1,A vulnerability exists where a connection requiring TLS incorrectly reuses an existing unencrypted connection from the s
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-5545,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,DEBIAN-CVE-2026-5545 UBUNTU-CVE-2026-5545,libcurl might in some circumstances reuse the wrong connection when asked to do an authenticated HTTP(S) request after a
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-6253,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2026-6253 UBUNTU-CVE-2026-6253,curl might erroneously pass on credentials for a first proxy to a second proxy.  This can happen when the following cond
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-6276,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2026-6276 UBUNTU-CVE-2026-6276,"Using libcurl, when a custom `Host:` header is first set for an HTTP request and a second request is subsequently done u"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-6429,in_range,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,DEBIAN-CVE-2026-6429 UBUNTU-CVE-2026-6429,"When asked to both use a `.netrc` file for credentials and to follow HTTP redirects, libcurl could leak the password use"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-14524,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,DEBIAN-CVE-2025-14524 UBUNTU-CVE-2025-14524,"When an OAuth2 bearer token is used for an HTTP(S) transfer, and that transfer performs a cross-protocol redirect to a s"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-14819,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,DEBIAN-CVE-2025-14819 UBUNTU-CVE-2025-14819,When doing TLS related transfers with reused easy or multi handles and altering the  `CURLSSLOPT_NO_PARTIALCHAIN` option
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-5773,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,DEBIAN-CVE-2026-5773 UBUNTU-CVE-2026-5773,libcurl might in some circumstances reuse the wrong connection for SMB(S) transfers.  libcurl features a pool of recent 
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-28322,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,ALPINE-CVE-2023-28322,"An information disclosure vulnerability exists in curl <v8.1.0 when doing HTTP(S) transfers, libcurl might erroneously u"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-28321,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,ALPINE-CVE-2023-28321,An improper certificate validation vulnerability exists in curl <v8.1.0 in the way it supports matching of wildcard patt
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-28320,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,ALPINE-CVE-2023-28320,A denial of service vulnerability exists in curl <v8.1.0 in the way libcurl provides several different backends for reso
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-3783,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,DEBIAN-CVE-2026-3783 UBUNTU-CVE-2026-3783,"When an OAuth2 bearer token is used for an HTTP(S) transfer, and that transfer performs a redirect to a second URL, curl"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-3784,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,DEBIAN-CVE-2026-3784 UBUNTU-CVE-2026-3784,"curl would wrongly reuse an existing HTTP proxy connection doing CONNECT to a server, even if the new request uses diffe"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2023-28319,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,ALPINE-CVE-2023-28319,A use after free vulnerability exists in curl <v8.1.0 in the way libcurl offers a feature to verify an SSH server's publ
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-7168,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,DEBIAN-CVE-2026-7168 UBUNTU-CVE-2026-7168,Successfully using libcurl to do a transfer over a specific HTTP proxy (`proxyA`) with **Digest** authentication and the
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-0725,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,DEBIAN-CVE-2025-0725 ALPINE-CVE-2025-0725,When libcurl is asked to perform automatic gzip decompression of content-encoded HTTP responses with the `CURLOPT_ACCEPT
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-10966,in_range,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,DEBIAN-CVE-2025-10966,curl's code for managing SSH connections when SFTP was done using the wolfSSH powered backend was flawed and missed host
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-14017,in_range,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N,DEBIAN-CVE-2025-14017 UBUNTU-CVE-2025-14017,"When doing multi-threaded LDAPS transfers (LDAP over TLS) with libcurl, changing TLS options in one thread would inadver"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-15079,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,DEBIAN-CVE-2025-15079 UBUNTU-CVE-2025-15079,"When doing SSH-based transfers using either SCP or SFTP, and setting the known_hosts file, libcurl could still mistakenl"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-15224,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N,DEBIAN-CVE-2025-15224 UBUNTU-CVE-2025-15224,"When doing SSH-based transfers using either SCP or SFTP, and asked to do public key authentication, curl would wrongly s"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-10536,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2026-10536 UBUNTU-CVE-2026-10536,A use-after-free vulnerability exists in libcurl when an application configures an HTTP/2 stream-dependency tree via `CU
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-11856,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2026-11856 UBUNTU-CVE-2026-11856 USN-8651-1,Successfully using libcurl to do a transfer to a specific HTTP origin (`hostA`) with **Digest** authentication and then 
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2026-12064,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,DEBIAN-CVE-2026-12064,"When a user invokes curl using a schemeless URL combined with `--proto-default` sftp (or scp), a disconnect occurs betwe"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,curl-sys,0.4.61+curl-8.0.1,curl@8.0.1,CVE-2025-0167,in_range,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:N/A:N,DEBIAN-CVE-2025-0167 ALPINE-CVE-2025-0167 UBUNTU-CVE-2025-0167 USN-8084-1,"When asked to use a `.netrc` file for credentials **and** to follow HTTP redirects, curl could leak the password used fo"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,libz-sys,1.1.8,zlib@1.2.11,CVE-2026-22184,in_range,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2026-22184 ALPINE-CVE-2026-22184,zlib versions up to and including 1.3.1.2 include a global buffer overflow in the untgz utility located under contrib/un
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,libz-sys,1.1.8,zlib@1.2.11,CVE-2023-45853,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2023-45853,MiniZip in zlib through 1.3 has an integer overflow and resultant heap-based buffer overflow in zipOpenNewFileInZip4_64 
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,libz-sys,1.1.8,zlib@1.2.11,CVE-2022-37434,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,DEBIAN-CVE-2022-37434 ALPINE-CVE-2022-37434,zlib through 1.2.12 has a heap-based buffer over-read or buffer overflow in inflate in inflate.c via a large gzip header
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,libz-sys,1.1.8,zlib@1.2.11,CVE-2018-25032,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2018-25032 ALPINE-CVE-2018-25032,"zlib before 1.2.12 allows memory corruption when deflating (i.e., when compressing) if the input has many distant matche"
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2025-9230,no_cpe,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2025-9230 DSA-6015-1 ALPINE-CVE-2025-9230 UBUNTU-CVE-2025-9230 USN-7786-1,Issue summary: An application trying to decrypt CMS messages encrypted using password based encryption can trigger an ou
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2025-27587,no_cpe,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,DEBIAN-CVE-2025-27587,"OpenSSL 3.0.0 through 3.3.2 on the PowerPC architecture is vulnerable to a Minerva attack, exploitable by measuring the "
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2024-9143,no_cpe,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,DEBIAN-CVE-2024-9143 ALPINE-CVE-2024-9143 UBUNTU-CVE-2024-9143,Issue summary: Use of the low-level GF(2^m) elliptic curve APIs with untrusted explicit values for the field polynomial 
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2024-5535,no_cpe,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,DEBIAN-CVE-2024-5535 ALPINE-CVE-2024-5535 UBUNTU-CVE-2024-5535,Issue summary: Calling the OpenSSL API function SSL_select_next_proto with an empty supported client protocols buffer ma
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2024-4741,no_cpe,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2024-4741 ALPINE-CVE-2024-4741 UBUNTU-CVE-2024-4741,Issue summary: Calling the OpenSSL API function SSL_free_buffers may cause memory to be accessed that was previously fre
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2025-9231,no_cpe,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,DEBIAN-CVE-2025-9231 ALPINE-CVE-2025-9231,Issue summary: A timing side-channel which could potentially allow remote recovery of the private key exists in the SM2 
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2024-2511,no_cpe,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2024-2511 ALPINE-CVE-2024-2511 UBUNTU-CVE-2024-2511 USN-6937-1,Issue summary: Some non-default TLS server configurations can cause unbounded memory growth when processing TLSv1.3 sess
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2024-13176,no_cpe,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,DEBIAN-CVE-2024-13176 ALPINE-CVE-2024-13176 UBUNTU-CVE-2024-13176 USN-7278-1,Issue summary: A timing side-channel which could potentially allow recovering the private key exists in the ECDSA signat
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2023-6237,no_cpe,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,DEBIAN-CVE-2023-6237 ALPINE-CVE-2023-6237 UBUNTU-CVE-2023-6237,Issue summary: Checking excessively long invalid RSA public keys may take a long time.  Impact summary: Applications tha
pkg:hex/netcdf,hex,1,https://github.com/dockyard/netcdf,native/ex_netcdf,openssl-src,111.25.3+1.1.1t,openssl@1.1.1t,CVE-2023-3817,in_range,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,DEBIAN-CVE-2023-3817,Issue summary: Checking excessively long DH keys or parameters may be very slow.  Impact summary: Applications that use 
