purl,ecosystem,name,registry,dependent_repos,dependent_packages,downloads,downloads_period,latest_release,latest_release_at,repository_url,stars,rust_loc,total_loc,bridge_tools,sibling_runtime,has_cargo_lock,cargo_toml_count,cargo_toml_paths,cargo_lock_paths,signals
pkg:pypi/unicorn,pypi,unicorn,pypi.org,424,20,971880,last-month,2.1.4,2025-09-09T17:10:04.000Z,https://github.com/unicorn-engine/unicorn,,5046,194851,"",0,0,2,Cargo.toml;bindings/rust/unicorn-engine/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/jishaku,pypi,jishaku,pypi.org,404,2,20785,last-month,2.7.5,2026-04-24T11:17:59.000Z,https://github.com/scarletcafe/jishaku,579,3,7149,"",0,0,1,jishaku/features/scaffolds/cargo/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/momento-wire-types,pypi,momento-wire-types,pypi.org,390,1,10469,last-month,0.133.0,2026-06-17T19:53:57.000Z,https://github.com/momentohq/client-protos,8,150,4589,"",0,1,3,rust/Cargo.toml;rust/momento-protos/Cargo.toml;rust/proto_generator/Cargo.toml,rust/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/cramjam,pypi,cramjam,pypi.org,379,18,15091151,last-month,2.11.0,2025-07-27T21:21:34.000Z,https://github.com/milesgranger/cramjam,78,2860,5983,Maturin,0,1,2,Cargo.toml;cramjam-js/Cargo.toml,Cargo.lock;cramjam-js/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/python-alipay-sdk,pypi,python-alipay-sdk,pypi.org,372,2,8030,last-month,3.4.0,2025-11-16T08:05:00.000Z,https://github.com/fzlee/alipay,1325,0,2439,setuptools-rust,0,0,0,"","",brief:bridge
pkg:hex/rustler,hex,rustler,hex.pm,366,205,5715225,total,0.38.0,2026-05-25T13:58:39.228Z,https://github.com/rusterlium/rustler,4847,19938,152120,Rustler,0,0,12,Cargo.toml;rustler/Cargo.toml;rustler/otp_headers/codegen/Cargo.toml;rustler_benchmarks/native/benchmark/Cargo.toml;rustler_codegen/Cargo.toml;rustler_tests/native/binary_example/Cargo.toml;rustler_tests/native/dynamic_load/Cargo.toml;rustler_tests/native/resource_dyncall/Cargo.toml;rustler_tests/native/rustler_bigint_test/Cargo.toml;rustler_tests/native/rustler_compile_tests/Cargo.toml;rustler_tests/native/rustler_serde_test/Cargo.toml;rustler_tests/native/rustler_test/Cargo.toml,"","brief:lang,brief:cargo,brief:bridge,cargo.toml,rust_loc"
pkg:pypi/qiskit-terra,pypi,qiskit-terra,pypi.org,350,71,120621,last-month,0.46.3,2024-09-22T08:29:24.000Z,https://github.com/qiskit/qiskit,7711,111209,689572,setuptools-rust,0,1,18,Cargo.toml;crates/accelerate/Cargo.toml;crates/bindgen-cli/Cargo.toml;crates/bindgen/Cargo.toml;crates/bindgen/pyo3-ffi/Cargo.toml;crates/cext-vtable/Cargo.toml;crates/cext/Cargo.toml;crates/circuit/Cargo.toml;crates/circuit_library/Cargo.toml;crates/providers/Cargo.toml;crates/pyext/Cargo.toml;crates/qasm2/Cargo.toml;crates/qasm3/Cargo.toml;crates/qpy/Cargo.toml;crates/quantum_info/Cargo.toml;crates/synthesis/Cargo.toml;crates/transpiler/Cargo.toml;crates/util/Cargo.toml,Cargo.lock;crates/bindgen/pyo3-ffi/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/ddtrace,pypi,ddtrace,pypi.org,343,39,44156225,last-month,4.13.1,2026-08-13T18:07:51.000Z,https://github.com/datadog/dd-trace-py,548,7489,872117,setuptools-rust,0,1,3,src/native/Cargo.toml;src/native/native_proc_macro/Cargo.toml;src/native_heap_gotter/Cargo.toml,src/native/Cargo.lock;src/native_heap_gotter/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:conda/snowballstemmer?repository_url=https://conda-forge.org,conda,snowballstemmer,conda-forge.org,335,6,,,2.2.0,2021-11-17T09:58:57.000Z,https://github.com/snowballstem/snowball,871,563,38552,"",1,0,1,rust/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/lintrunner,pypi,lintrunner,pypi.org,331,3,2706556,last-month,0.13.1,2026-05-08T16:22:48.000Z,https://github.com/suo/lintrunner,31,3431,4911,Maturin,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/mailchecker,pypi,mailchecker,pypi.org,312,1,489991,last-month,6.0.21,2026-07-19T07:40:19.000Z,https://github.com/fgribreau/mailchecker,1573,137,117493,"",1,1,1,platform/rust/Cargo.toml,platform/rust/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:gem/rbs,rubygems,rbs,rubygems.org,309,62,72522047,total,4.1.3,2026-08-10T08:16:58.418Z,https://github.com/ruby/rbs,2171,4707,120353,"",0,1,3,rust/Cargo.toml;rust/ruby-rbs-sys/Cargo.toml;rust/ruby-rbs/Cargo.toml,rust/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/imgtool,pypi,imgtool,pypi.org,290,1,880136,last-month,2.4.0,2026-04-09T16:56:22.000Z,https://github.com/mcu-tools/mcuboot,2028,5371,85319,"",0,1,5,Cargo.toml;ptest/Cargo.toml;sim/Cargo.toml;sim/mcuboot-sys/Cargo.toml;sim/simflash/Cargo.toml,Cargo.lock;ptest/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/daft,pypi,daft,pypi.org,284,4,803382,last-month,0.7.20,2026-07-15T01:33:54.000Z,https://github.com/eventual-inc/daft,,217954,433047,Maturin,0,1,75,Cargo.toml;src/common/arrow-ffi/Cargo.toml;src/common/checkpoint-config/Cargo.toml;src/common/daft-config/Cargo.toml;src/common/display/Cargo.toml;src/common/error/Cargo.toml;src/common/file-formats/Cargo.toml;src/common/hashable-float-wrapper/Cargo.toml;src/common/image/Cargo.toml;src/common/io-config/Cargo.toml;src/common/logging/Cargo.toml;src/common/macros/Cargo.toml;src/common/metrics/Cargo.toml;src/common/ndarray/Cargo.toml;src/common/partitioning/Cargo.toml;src/common/pattern/Cargo.toml;src/common/py-serde/Cargo.toml;src/common/resource-request/Cargo.toml;src/common/runtime/Cargo.toml;src/common/system-info/Cargo.toml;src/common/tracing/Cargo.toml;src/common/treenode/Cargo.toml;src/common/version/Cargo.toml;src/daft-ai/Cargo.toml;src/daft-algebra/Cargo.toml;src/daft-catalog/Cargo.toml;src/daft-checkpoint/Cargo.toml;src/daft-cli/Cargo.toml;src/daft-compression/Cargo.toml;src/daft-context/Cargo.toml;src/daft-core/Cargo.toml;src/daft-csv/Cargo.toml;src/daft-dashboard/Cargo.toml;src/daft-decoding/Cargo.toml;src/daft-distributed/Cargo.toml;src/daft-dsl/Cargo.toml;src/daft-ext-internal/Cargo.toml;src/daft-ext-macros/Cargo.toml;src/daft-ext/Cargo.toml;src/daft-file/Cargo.toml;src/daft-functions-binary/Cargo.toml;src/daft-functions-json/Cargo.toml;src/daft-functions-list/Cargo.toml;src/daft-functions-serde/Cargo.toml;src/daft-functions-temporal/Cargo.toml;src/daft-functions-tokenize/Cargo.toml;src/daft-functions-uri/Cargo.toml;src/daft-functions-utf8/Cargo.toml;src/daft-functions/Cargo.toml;src/daft-geo/Cargo.toml;src/daft-groupby/Cargo.toml;src/daft-hash/Cargo.toml;src/daft-image/Cargo.toml;src/daft-io/Cargo.toml;src/daft-json/Cargo.toml;src/daft-local-execution/Cargo.toml;src/daft-local-plan/Cargo.toml;src/daft-logical-plan/Cargo.toml;src/daft-micropartition/Cargo.toml;src/daft-minhash/Cargo.toml;src/daft-parquet/Cargo.toml;src/daft-partition-refs/Cargo.toml;src/daft-recordbatch/Cargo.toml;src/daft-runners/Cargo.toml;src/daft-scan/Cargo.toml;src/daft-schema/Cargo.toml;src/daft-session/Cargo.toml;src/daft-shuffles/Cargo.toml;src/daft-sketch/Cargo.toml;src/daft-sql/Cargo.toml;src/daft-stats/Cargo.toml;src/daft-text/Cargo.toml;src/daft-warc/Cargo.toml;src/daft-writers/Cargo.toml;src/hyperloglog/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/datefinder,pypi,datefinder,pypi.org,271,21,4455385,last-month,1.0.0,2026-03-25T21:34:21.000Z,https://github.com/akoumjian/datefinder,664,1653,17695,Maturin,0,0,2,Cargo.toml;rust/datefinder-kernel/Cargo.toml,"","brief:lang,brief:cargo,brief:bridge,cargo.toml,rust_loc"
pkg:pypi/ngrok,pypi,ngrok,pypi.org,270,9,493869,last-month,1.7.0,2025-12-16T21:59:21.000Z,https://github.com/ngrok/ngrok-python,165,2119,12453,Maturin,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/py-vapid,pypi,py-vapid,pypi.org,268,2,5201154,last-month,1.9.4,2026-01-05T20:42:05.000Z,https://github.com/web-push-libs/vapid,94,413,3036,"",0,0,1,rust/vapid/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:gem/mutant-rspec,rubygems,mutant-rspec,rubygems.org,248,73,1822521,total,0.16.3,2026-04-30T21:30:39.219Z,https://github.com/mbj/mutant,2181,716,39898,"",0,1,2,Cargo.toml;manager/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:gem/mutant,rubygems,mutant,rubygems.org,221,45,1908462,total,0.16.3,2026-04-30T21:30:19.256Z,https://github.com/mbj/mutant,2181,716,39898,"",0,1,2,Cargo.toml;manager/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:gem/juwelier,rubygems,juwelier,rubygems.org,207,209,163150,total,2.4.9,2018-01-18T10:24:46.557Z,https://github.com/flajann2/juwelier,93,46,6855,"",0,0,1,lib/juwelier/templates/rust/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:gem/rb_sys,rubygems,rb_sys,rubygems.org,167,44,35224061,total,0.9.128,2026-05-04T20:06:05.784Z,https://github.com/oxidize-rb/rb-sys,315,11412,25242,rb-sys,0,1,9,Cargo.toml;bench/Cargo.toml;crates/rb-sys-build/Cargo.toml;crates/rb-sys-env/Cargo.toml;crates/rb-sys-test-helpers-macros/Cargo.toml;crates/rb-sys-test-helpers/Cargo.toml;crates/rb-sys-tests/Cargo.toml;crates/rb-sys/Cargo.toml;fuzz/Cargo.toml,Cargo.lock;bench/Cargo.lock;fuzz/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:gem/rucaptcha,rubygems,rucaptcha,rubygems.org,151,2,611254,total,3.4.0,2026-02-05T03:49:13.251Z,https://github.com/huacnlee/rucaptcha,702,309,1207,"Magnus,rb-sys",0,1,2,Cargo.toml;ext/rucaptcha/Cargo.toml,Cargo.lock;ext/rucaptcha/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/explorer,hex,explorer,hex.pm,150,14,981819,total,0.12.0,2026-07-08T16:28:34.739Z,https://github.com/elixir-explorer/explorer,976,6941,46235,Rustler,0,1,1,native/explorer/Cargo.toml,native/explorer/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/rustler_precompiled,hex,rustler_precompiled,hex.pm,30,81,6917994,total,0.9.0,2026-03-26T19:20:06.782Z,https://github.com/philss/rustler_precompiled,202,0,3446,Rustler,0,0,0,"","",brief:bridge
pkg:hex/html5ever,hex,html5ever,hex.pm,18,7,265169,total,0.18.0,2026-04-16T21:51:07.587Z,https://github.com/rusterlium/html5ever_elixir,87,588,2187,Rustler,0,1,1,native/html5ever_nif/Cargo.toml,native/html5ever_nif/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/ex_keccak,hex,ex_keccak,hex.pm,17,21,1242346,total,0.7.8,2025-08-01T14:16:21.990Z,https://github.com/exweb3/ex_keccak,24,16,615,Rustler,0,1,1,native/exkeccak/Cargo.toml,native/exkeccak/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/ockam,hex,ockam,hex.pm,17,0,238,total,0.0.0,2021-02-03T01:00:26.598Z,https://github.com/build-trust/ockam,4631,136592,187995,Rustler,0,1,22,Cargo.toml;implementations/rust/ockam/ockam/Cargo.toml;implementations/rust/ockam/ockam_abac/Cargo.toml;implementations/rust/ockam/ockam_api/Cargo.toml;implementations/rust/ockam/ockam_command/Cargo.toml;implementations/rust/ockam/ockam_core/Cargo.toml;implementations/rust/ockam/ockam_executor/Cargo.toml;implementations/rust/ockam/ockam_identity/Cargo.toml;implementations/rust/ockam/ockam_macros/Cargo.toml;implementations/rust/ockam/ockam_multiaddr/Cargo.toml;implementations/rust/ockam/ockam_node/Cargo.toml;implementations/rust/ockam/ockam_rust_elixir_nifs/Cargo.toml;implementations/rust/ockam/ockam_transport_ble/Cargo.toml;implementations/rust/ockam/ockam_transport_core/Cargo.toml;implementations/rust/ockam/ockam_transport_tcp/Cargo.toml;implementations/rust/ockam/ockam_transport_udp/Cargo.toml;implementations/rust/ockam/ockam_transport_uds/Cargo.toml;implementations/rust/ockam/ockam_transport_websocket/Cargo.toml;implementations/rust/ockam/ockam_vault/Cargo.toml;implementations/rust/ockam/ockam_vault_aws/Cargo.toml;tools/stress-test/Cargo.toml;tools/tcp-test/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/ockam_vault_software,hex,ockam_vault_software,hex.pm,17,0,235,total,0.62.0,2022-06-27T16:27:14.581Z,https://github.com/build-trust/ockam,4631,136592,187995,Rustler,0,1,22,Cargo.toml;implementations/rust/ockam/ockam/Cargo.toml;implementations/rust/ockam/ockam_abac/Cargo.toml;implementations/rust/ockam/ockam_api/Cargo.toml;implementations/rust/ockam/ockam_command/Cargo.toml;implementations/rust/ockam/ockam_core/Cargo.toml;implementations/rust/ockam/ockam_executor/Cargo.toml;implementations/rust/ockam/ockam_identity/Cargo.toml;implementations/rust/ockam/ockam_macros/Cargo.toml;implementations/rust/ockam/ockam_multiaddr/Cargo.toml;implementations/rust/ockam/ockam_node/Cargo.toml;implementations/rust/ockam/ockam_rust_elixir_nifs/Cargo.toml;implementations/rust/ockam/ockam_transport_ble/Cargo.toml;implementations/rust/ockam/ockam_transport_core/Cargo.toml;implementations/rust/ockam/ockam_transport_tcp/Cargo.toml;implementations/rust/ockam/ockam_transport_udp/Cargo.toml;implementations/rust/ockam/ockam_transport_uds/Cargo.toml;implementations/rust/ockam/ockam_transport_websocket/Cargo.toml;implementations/rust/ockam/ockam_vault/Cargo.toml;implementations/rust/ockam/ockam_vault_aws/Cargo.toml;tools/stress-test/Cargo.toml;tools/tcp-test/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/rambo,hex,rambo,hex.pm,14,11,654448,total,0.3.4,2021-03-17T15:25:45.113Z,https://github.com/jayjun/rambo,199,233,970,"",0,1,1,priv/Cargo.toml,priv/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:hex/livebook,hex,livebook,hex.pm,13,2,153940,total,0.19.9,2026-08-05T15:54:09.027Z,https://github.com/livebook-dev/livebook,5844,616,103677,"",0,1,1,rel/app/src-tauri/Cargo.toml,rel/app/src-tauri/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:hex/meeseeks_html5ever,hex,meeseeks_html5ever,hex.pm,12,1,315906,total,0.15.0,2025-06-01T19:04:07.551Z,https://github.com/mischov/meeseeks_html5ever,10,591,1484,Rustler,0,0,1,native/meeseeks_html5ever_nif/Cargo.toml,"","brief:lang,brief:cargo,brief:bridge,cargo.toml,rust_loc"
pkg:hex/ex_secp256k1,hex,ex_secp256k1,hex.pm,11,14,365744,total,0.8.0,2026-02-02T10:15:27.623Z,https://github.com/ayrat555/ex_secp256k1,17,409,1465,Rustler,0,1,1,native/ex_secp256k1/Cargo.toml,native/ex_secp256k1/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/wireguardex,hex,wireguardex,hex.pm,7,0,15439,total,0.4.0,2023-10-24T12:38:36.020Z,https://github.com/firezone/wireguardex,87,248,1534,Rustler,0,1,1,native/wireguard_nif/Cargo.toml,native/wireguard_nif/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/mjml,hex,mjml,hex.pm,6,1,1459382,total,6.0.0,2026-05-16T09:45:29.899Z,https://github.com/adoptoposs/mjml_nif,136,115,1160,Rustler,0,1,1,native/mjml_nif/Cargo.toml,native/mjml_nif/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/fast_rss,hex,fast_rss,hex.pm,6,0,84504,total,0.5.0,2023-09-08T16:36:54.644Z,https://github.com/avencera/fast_rss,105,35,3318,Rustler,0,1,1,native/fastrss/Cargo.toml,native/fastrss/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/wasmex,hex,wasmex,hex.pm,6,0,67932,total,0.15.1,2026-08-07T13:43:40.715Z,https://github.com/tessi/wasmex,693,8943,17127,Rustler,0,1,1,native/wasmex/Cargo.toml,native/wasmex/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/image,hex,image,hex.pm,5,5,1320159,total,0.72.0,2026-07-21T19:25:48.869Z,https://github.com/elixir-image/image,364,0,40102,Rustler,0,0,0,"","",brief:bridge
pkg:hex/ash_authentication_phoenix,hex,ash_authentication_phoenix,hex.pm,3,0,719057,total,2.17.2,2026-07-20T01:41:00.320Z,https://github.com/team-alembic/ash_authentication_phoenix,82,0,24487,Rustler,0,0,0,"","",brief:bridge
pkg:hex/rox,hex,rox,hex.pm,3,0,11032,total,2.3.0,2019-04-26T18:28:17.052Z,https://github.com/urbint/rox,61,707,1865,Rustler,0,1,1,native/rox_nif/Cargo.toml,native/rox_nif/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/erbloom,hex,erbloom,hex.pm,3,0,894,total,2.1.0-rc.2,2020-06-06T18:38:27.318Z,https://github.com/vonmo/erbloom,58,591,1260,Rustler,0,1,1,crates/bloom/Cargo.toml,crates/bloom/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/loqui,hex,loqui,hex.pm,2,0,840421,total,0.4.5,2018-06-28T21:18:30.487Z,https://github.com/discord/loqui,221,2541,53081,"",1,1,8,rust/Cargo.toml;rust/bench/client/Cargo.toml;rust/bench/common/Cargo.toml;rust/bench/server/Cargo.toml;rust/loqui_client/Cargo.toml;rust/loqui_connection/Cargo.toml;rust/loqui_protocol/Cargo.toml;rust/loqui_server/Cargo.toml,rust/Cargo.lock;rust/loqui_client/Cargo.lock;rust/loqui_protocol/Cargo.lock;rust/loqui_server/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:hex/ex_pbkdf2,hex,ex_pbkdf2,hex.pm,2,2,46401,total,0.8.5,2025-07-30T12:28:28.459Z,https://github.com/ayrat555/ex_pbkdf2,4,64,694,Rustler,0,1,1,native/ex_pbkdf2/Cargo.toml,native/ex_pbkdf2/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/dagger,hex,dagger,hex.pm,2,0,18353,total,0.21.8,2026-07-29T17:09:20.761Z,https://github.com/dagger/dagger,16176,19615,1500275,"",1,1,4,sdk/rust/Cargo.toml;sdk/rust/crates/dagger-bootstrap/Cargo.toml;sdk/rust/crates/dagger-codegen/Cargo.toml;sdk/rust/crates/dagger-sdk/Cargo.toml,sdk/rust/Cargo.lock;sdk/rust/crates/dagger-codegen/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:hex/ex_robo_cop,hex,ex_robo_cop,hex.pm,2,0,5063,total,0.1.6,2024-12-20T23:25:02.478Z,https://github.com/corneliakelinske/ex_robo_cop,7,12,637,Rustler,0,1,1,native/rustcaptcha/Cargo.toml,native/rustcaptcha/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/xxh3,hex,xxh3,hex.pm,2,1,3867,total,0.3.6,2024-11-19T13:22:04.275Z,https://github.com/farhadi/xxh3,26,65,414,"",0,1,1,native/xxh3/Cargo.toml,native/xxh3/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:hex/gauc,hex,gauc,hex.pm,2,0,3845,total,0.17.1,2018-03-31T23:07:58.740Z,https://github.com/korczis/gauc.ex,3,275,827,Rustler,0,1,2,Cargo.toml;native/gauc/Cargo.toml,Cargo.lock;native/gauc/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/jsonrs,hex,jsonrs,hex.pm,1,1,317794,total,0.3.4,2024-12-20T19:09:02.365Z,https://github.com/benhaney/jsonrs,135,54,711,Rustler,0,1,1,native/jsonrs/Cargo.toml,native/jsonrs/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/sorted_set_nif,hex,sorted_set_nif,hex.pm,1,0,307628,total,2.0.1,2025-12-04T21:59:25.141Z,https://github.com/discord/sorted_set_nif,1598,1227,3595,Rustler,0,0,1,native/sorted_set_nif/Cargo.toml,"","brief:lang,brief:cargo,brief:bridge,cargo.toml,rust_loc"
pkg:hex/ex_base58,hex,ex_base58,hex.pm,1,1,154099,total,0.6.5,2025-07-15T09:08:44.278Z,https://github.com/ayrat555/ex_base58,2,126,730,Rustler,0,1,1,native/ex_base58/Cargo.toml,native/ex_base58/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/multihash,hex,multihash,hex.pm,1,1,101341,total,2.1.0,2021-09-14T21:11:17.872Z,https://github.com/helium/erlang-multihash,14,57,456,"",0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:hex/nimble_lz4,hex,nimble_lz4,hex.pm,1,1,31886,total,1.2.0,2026-06-29T18:40:38.233Z,https://github.com/whatyouhide/nimble_lz4,31,219,1228,Rustler,0,1,1,native/nimblelz4/Cargo.toml,native/nimblelz4/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/evil_crc32c,hex,evil_crc32c,hex.pm,1,1,31740,total,0.2.10,2026-04-22T14:39:41.119Z,https://github.com/ayrat555/evil_crc32c,1,48,473,Rustler,0,1,1,native/evil_crc32c/Cargo.toml,native/evil_crc32c/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/ex_bech32,hex,ex_bech32,hex.pm,1,2,31485,total,0.6.4,2026-03-13T13:40:04.658Z,https://github.com/ayrat555/ex_bech32,1,63,503,Rustler,0,1,1,native/ex_bech32/Cargo.toml,native/ex_bech32/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/cafezinho,hex,cafezinho,hex.pm,1,1,30811,total,0.4.5,2026-04-22T14:06:07.164Z,https://github.com/ayrat555/cafezinho,4,98,1665,Rustler,0,1,1,native/cafezinho/Cargo.toml,native/cafezinho/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/resvg,hex,resvg,hex.pm,1,0,30242,total,0.6.0,2026-07-15T21:37:03.138Z,https://github.com/mrdotb/resvg_nif,30,691,1906,Rustler,0,1,1,native/resvg/Cargo.toml,native/resvg/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/excoding,hex,excoding,hex.pm,1,0,26636,total,0.1.5,2023-04-30T22:33:26.882Z,https://github.com/elixir-ecto/excoding,3,44,300,Rustler,0,1,1,native/excoding/Cargo.toml,native/excoding/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:hex/qrusty,hex,qrusty,hex.pm,1,0,24612,total,0.1.6,2022-11-29T12:51:04.493Z,https://github.com/nbw/qrusty,31,89,995,Rustler,0,1,1,native/qrusty/Cargo.toml,native/qrusty/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
