purl,ecosystem,name,registry,dependent_repos,dependent_packages,downloads,downloads_period,latest_release,latest_release_at,repository_url,stars,rust_loc,total_loc,bridge_tools,sibling_runtime,has_cargo_lock,cargo_toml_count,cargo_toml_paths,cargo_lock_paths,signals
pkg:gem/thrift,rubygems,thrift,rubygems.org,1986,104,65349831,total,0.24.0,2026-07-11T20:22:42.924Z,https://github.com/apache/thrift,10952,9750,358363,"",1,0,3,lib/rs/Cargo.toml;lib/rs/test_recursive/Cargo.toml;tutorial/rs/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/tensorflow-tensorboard,pypi,tensorflow-tensorboard,pypi.org,1949,2,14185,last-month,1.5.1,2018-02-07T02:08:51.000Z,https://github.com/tensorflow/tensorboard,6702,6737,237026,"",0,1,1,tensorboard/data/server/Cargo.toml,tensorboard/data/server/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/cryptg,pypi,cryptg,pypi.org,1621,33,137226,last-month,0.6.0,2026-04-12T18:33:46.000Z,https://github.com/cher-nov/cryptg,89,45,550,setuptools-rust,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:gem/github-linguist,rubygems,github-linguist,rubygems.org,1611,42,16343575,total,9.6.0,2026-06-08T11:04:23.490Z,https://github.com/github-linguist/linguist,13641,2158,323796,"",0,1,1,samples/TOML/Cargo.toml,samples/TOML/filenames/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:conda/cryptography?repository_url=https://conda-forge.org,conda,cryptography,conda-forge.org,1571,175,73543319,total,38.0.3,2022-11-02T21:09:56.000Z,https://github.com/pyca/cryptography,7705,31474,329337,Maturin,0,1,9,Cargo.toml;src/rust/Cargo.toml;src/rust/cryptography-cffi/Cargo.toml;src/rust/cryptography-crypto/Cargo.toml;src/rust/cryptography-keepalive/Cargo.toml;src/rust/cryptography-key-parsing/Cargo.toml;src/rust/cryptography-openssl/Cargo.toml;src/rust/cryptography-x509-verification/Cargo.toml;src/rust/cryptography-x509/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/libcst,pypi,libcst,pypi.org,1521,191,61657182,last-month,1.9.0,2026-07-29T19:24:27.000Z,https://github.com/instagram/libcst,1394,15823,106726,setuptools-rust,0,1,3,native/Cargo.toml;native/libcst/Cargo.toml;native/libcst_derive/Cargo.toml,native/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/lief,pypi,lief,pypi.org,1504,44,1655019,last-month,1.0.0,2026-07-12T14:00:30.000Z,https://github.com/lief-project/lief,5522,178296,617394,"",0,1,9,api/rust/crates/Cargo.toml;api/rust/crates/lief-build/Cargo.toml;api/rust/crates/lief-ffi/Cargo.toml;api/rust/crates/lief-ffigen/Cargo.toml;api/rust/crates/lief/Cargo.toml;doc/code/rust/Cargo.toml;tools/Cargo.toml;tools/common/Cargo.toml;tools/lief-patchelf/Cargo.toml,api/rust/crates/Cargo.lock;doc/code/rust/Cargo.lock;tools/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/jellyfish,pypi,jellyfish,pypi.org,1356,79,10604955,last-month,1.2.1,2025-10-11T19:34:53.000Z,https://codeberg.org/jpt/jellyfish,2037,953,3089,Maturin,0,0,1,Cargo.toml,"","brief:lang,brief:cargo,brief:bridge,cargo.toml,rust_loc"
pkg:pypi/onnxruntime-gpu,pypi,onnxruntime-gpu,pypi.org,1276,121,2938594,last-month,1.29.0,2026-08-17T22:29:22.000Z,https://github.com/microsoft/onnxruntime,13947,3938,2965901,"",1,0,3,rust/Cargo.toml;rust/onnxruntime-sys/Cargo.toml;rust/onnxruntime/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:conda/nodejs?repository_url=https://conda-forge.org,conda,nodejs,conda-forge.org,1249,73,16366186,total,18.12.1,2022-11-09T20:06:43.000Z,https://github.com/nodejs/node,118281,2,12338831,"",0,1,2,deps/crates/Cargo.toml;deps/v8/third_party/ittapi/ittapi-rs/Cargo.toml,deps/crates/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:conda/libprotobuf?repository_url=https://conda-forge.org,conda,libprotobuf,conda-forge.org,1203,97,52099771,total,3.21.9,2022-10-27T03:24:59.000Z,https://github.com/protocolbuffers/protobuf,71733,11224,1092195,"",1,0,1,rust/release_crates/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/py-spy,pypi,py-spy,pypi.org,1186,18,28565058,last-month,0.4.2,2026-04-24T22:08:45.000Z,https://github.com/benfred/py-spy,15426,68759,70537,Maturin,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:gem/react-source,rubygems,react-source,rubygems.org,1095,10,993977,total,0.13.3,2015-05-08T23:41:05.090Z,https://github.com/react/react,247323,65038,813965,napi-rs,0,1,14,compiler/Cargo.toml;compiler/crates/react_compiler/Cargo.toml;compiler/crates/react_compiler_ast/Cargo.toml;compiler/crates/react_compiler_diagnostics/Cargo.toml;compiler/crates/react_compiler_hir/Cargo.toml;compiler/crates/react_compiler_inference/Cargo.toml;compiler/crates/react_compiler_lowering/Cargo.toml;compiler/crates/react_compiler_optimization/Cargo.toml;compiler/crates/react_compiler_reactive_scopes/Cargo.toml;compiler/crates/react_compiler_ssa/Cargo.toml;compiler/crates/react_compiler_typeinference/Cargo.toml;compiler/crates/react_compiler_utils/Cargo.toml;compiler/crates/react_compiler_validation/Cargo.toml;compiler/packages/babel-plugin-react-compiler-rust/native/Cargo.toml,compiler/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/python-bidi,pypi,python-bidi,pypi.org,1049,47,9948455,last-month,0.6.11,2026-06-30T14:22:41.000Z,https://github.com/meirkriheli/python-bidi,124,40,2807,Maturin,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/qiskit,pypi,qiskit,pypi.org,987,198,1289869,last-month,2.5.2,2026-08-13T19:08:56.000Z,https://github.com/qiskit/qiskit,7711,111209,689572,setuptools-rust,0,1,18,Cargo.toml;crates/accelerate/Cargo.toml;crates/bindgen-cli/Cargo.toml;crates/bindgen/Cargo.toml;crates/bindgen/pyo3-ffi/Cargo.toml;crates/cext-vtable/Cargo.toml;crates/cext/Cargo.toml;crates/circuit/Cargo.toml;crates/circuit_library/Cargo.toml;crates/providers/Cargo.toml;crates/pyext/Cargo.toml;crates/qasm2/Cargo.toml;crates/qasm3/Cargo.toml;crates/qpy/Cargo.toml;crates/quantum_info/Cargo.toml;crates/synthesis/Cargo.toml;crates/transpiler/Cargo.toml;crates/util/Cargo.toml,Cargo.lock;crates/bindgen/pyo3-ffi/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/logbook,pypi,logbook,pypi.org,981,59,5173817,last-month,1.10.1,2026-08-05T19:26:16.000Z,https://github.com/getlogbook/logbook,1506,666,11643,setuptools-rust,0,1,2,Cargo.toml;src/rust/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/y-py,pypi,y-py,pypi.org,951,25,1122669,last-month,0.6.2,2023-10-05T05:57:47.000Z,https://github.com/y-crdt/ypy,212,3302,5687,Maturin,0,0,1,Cargo.toml,"","brief:lang,brief:cargo,brief:bridge,cargo.toml,rust_loc"
pkg:pypi/polars,pypi,polars,pypi.org,947,571,77759965,last-month,1.43.2,2026-08-01T06:27:15.000Z,https://github.com/pola-rs/polars,22355,398246,671697,"",0,1,36,Cargo.toml;crates/polars-arrow/Cargo.toml;crates/polars-async/Cargo.toml;crates/polars-buffer/Cargo.toml;crates/polars-compute/Cargo.toml;crates/polars-config/Cargo.toml;crates/polars-core/Cargo.toml;crates/polars-descriptions/Cargo.toml;crates/polars-dtype/Cargo.toml;crates/polars-dylib/Cargo.toml;crates/polars-error/Cargo.toml;crates/polars-expr/Cargo.toml;crates/polars-ffi/Cargo.toml;crates/polars-io/Cargo.toml;crates/polars-json/Cargo.toml;crates/polars-lazy/Cargo.toml;crates/polars-mem-engine/Cargo.toml;crates/polars-observer/Cargo.toml;crates/polars-ooc/Cargo.toml;crates/polars-ops/Cargo.toml;crates/polars-parquet/Cargo.toml;crates/polars-plan/Cargo.toml;crates/polars-python/Cargo.toml;crates/polars-row/Cargo.toml;crates/polars-schema/Cargo.toml;crates/polars-sql/Cargo.toml;crates/polars-stream/Cargo.toml;crates/polars-testing/Cargo.toml;crates/polars-time/Cargo.toml;crates/polars-utils/Cargo.toml;crates/polars/Cargo.toml;py-polars/runtime/polars-runtime-32/Cargo.toml;py-polars/runtime/polars-runtime-64/Cargo.toml;py-polars/runtime/polars-runtime-compat/Cargo.toml;pyo3-polars/pyo3-polars-derive/Cargo.toml;pyo3-polars/pyo3-polars/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/ltp,pypi,ltp,pypi.org,907,3,3400,last-month,4.2.14,2024-06-08T17:41:41.000Z,https://github.com/hit-scir/ltp,5256,6123,14848,"",0,0,4,Cargo.toml;python/extension/Cargo.toml;rust/ltp-cffi/Cargo.toml;rust/ltp/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:gem/prometheus-client-mmap,rubygems,prometheus-client-mmap,rubygems.org,889,4,43563683,total,1.6.1,2026-08-05T16:16:22.287Z,https://gitlab.com/gitlab-org/prometheus-client-mmap,14,3304,7630,"Magnus,rb-sys",0,1,2,Cargo.toml;ext/fast_mmaped_file_rs/Cargo.toml,Cargo.lock;ext/fast_mmaped_file_rs/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:conda/tensorboard?repository_url=https://conda-forge.org,conda,tensorboard,conda-forge.org,881,20,7106263,total,2.11.0,2022-11-09T05:15:39.000Z,https://github.com/tensorflow/tensorboard,6702,6737,237026,"",0,1,1,tensorboard/data/server/Cargo.toml,tensorboard/data/server/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/chroma-hnswlib,pypi,chroma-hnswlib,pypi.org,841,26,3320292,last-month,0.7.6,2024-07-22T20:18:26.000Z,https://github.com/chroma-core/hnswlib,22,1178,9976,"",0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/cbor2,pypi,cbor2,pypi.org,832,123,93257920,last-month,6.1.4,2026-08-01T20:40:24.000Z,https://github.com/agronholm/cbor2,214,3177,7883,setuptools-rust,0,1,1,rust/Cargo.toml,rust/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:gem/t,rubygems,t,rubygems.org,754,2,316674,total,5.0.0,2026-03-02T20:06:52.085Z,https://github.com/sferik/x-cli,5581,9583,33091,"",0,1,2,Cargo.toml;x-api/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:conda/protobuf?repository_url=https://conda-forge.org,conda,protobuf,conda-forge.org,668,205,29434080,total,4.21.9,2022-10-27T16:58:46.000Z,https://github.com/protocolbuffers/protobuf,71733,11224,1092195,"",1,0,1,rust/release_crates/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/pulp,pypi,pulp,pypi.org,639,115,7507921,last-month,3.3.2,2026-05-25T09:41:22.000Z,https://github.com/coin-or/pulp,2038,3355,26686,Maturin,0,1,1,pulp/rust/Cargo.toml,pulp/rust/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/anyascii,pypi,anyascii,pypi.org,637,30,4690045,last-month,0.3.3,2025-06-29T03:33:28.000Z,https://github.com/anyascii/anyascii,411,813,367862,"",1,0,1,impl/rust/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/pywatchman,pypi,pywatchman,pypi.org,579,6,477854,last-month,4.0.0,2026-06-12T17:00:29.000Z,https://github.com/facebook/watchman,13674,5645,67319,"",0,0,4,watchman/cli/Cargo.toml;watchman/rust/serde_bser/Cargo.toml;watchman/rust/watchman_client/Cargo.toml;watchman/thirdparty/deelevate_binding/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/dbt-core,pypi,dbt-core,pypi.org,553,139,97939745,last-month,1.12.2,2026-08-12T19:28:37.000Z,https://github.com/dbt-labs/dbt-core,13638,454902,617955,"",0,0,88,Cargo.toml;crates/adbc-record-replay/Cargo.toml;crates/dbt-adapter-core/Cargo.toml;crates/dbt-adapter-sql/Cargo.toml;crates/dbt-adapter/Cargo.toml;crates/dbt-adbc/Cargo.toml;crates/dbt-agate/Cargo.toml;crates/dbt-auth/Cargo.toml;crates/dbt-base/Cargo.toml;crates/dbt-ci/Cargo.toml;crates/dbt-clap-core/Cargo.toml;crates/dbt-classification-types/Cargo.toml;crates/dbt-cloud-api/Cargo.toml;crates/dbt-cloud-config/Cargo.toml;crates/dbt-common/Cargo.toml;crates/dbt-compilation/Cargo.toml;crates/dbt-csv/Cargo.toml;crates/dbt-dag/Cargo.toml;crates/dbt-defer/Cargo.toml;crates/dbt-deps/Cargo.toml;crates/dbt-df-providers/Cargo.toml;crates/dbt-dist/Cargo.toml;crates/dbt-docs-core/Cargo.toml;crates/dbt-docs-server/Cargo.toml;crates/dbt-env/Cargo.toml;crates/dbt-error/Cargo.toml;crates/dbt-features/Cargo.toml;crates/dbt-freshness/Cargo.toml;crates/dbt-frontend-common/Cargo.toml;crates/dbt-goldie/Cargo.toml;crates/dbt-handles/Cargo.toml;crates/dbt-ident/Cargo.toml;crates/dbt-index-core/Cargo.toml;crates/dbt-init/Cargo.toml;crates/dbt-jinja-ctx/Cargo.toml;crates/dbt-jinja-filters/Cargo.toml;crates/dbt-jinja-utils/Cargo.toml;crates/dbt-jinja-vars/Cargo.toml;crates/dbt-jinja/benchmarks/Cargo.toml;crates/dbt-jinja/fuzz/Cargo.toml;crates/dbt-jinja/minijinja-autoreload/Cargo.toml;crates/dbt-jinja/minijinja-cabi/Cargo.toml;crates/dbt-jinja/minijinja-cli/Cargo.toml;crates/dbt-jinja/minijinja-contrib/Cargo.toml;crates/dbt-jinja/minijinja-embed/Cargo.toml;crates/dbt-jinja/minijinja-py/Cargo.toml;crates/dbt-jinja/minijinja/Cargo.toml;crates/dbt-lineage-core/Cargo.toml;crates/dbt-loader/Cargo.toml;crates/dbt-login/Cargo.toml;crates/dbt-main/Cargo.toml;crates/dbt-metadata-parquet/Cargo.toml;crates/dbt-metadata/Cargo.toml;crates/dbt-metricflow/Cargo.toml;crates/dbt-parser/Cargo.toml;crates/dbt-platform-auth/Cargo.toml;crates/dbt-pretty-table/Cargo.toml;crates/dbt-proc-macros/Cargo.toml;crates/dbt-profile/Cargo.toml;crates/dbt-python/Cargo.toml;crates/dbt-sa-cli/Cargo.toml;crates/dbt-scheduler/Cargo.toml;crates/dbt-schema-store/Cargo.toml;crates/dbt-schemas/Cargo.toml;crates/dbt-selector-parser/Cargo.toml;crates/dbt-sql-keywords/Cargo.toml;crates/dbt-sql/dbt-lexer-bigquery/Cargo.toml;crates/dbt-sql/dbt-lexer-databricks/Cargo.toml;crates/dbt-sql/dbt-lexer-duckdb/Cargo.toml;crates/dbt-sql/dbt-lexer-redshift/Cargo.toml;crates/dbt-sql/dbt-lexer-snowflake/Cargo.toml;crates/dbt-sql/dbt-lexer-trino/Cargo.toml;crates/dbt-sql/dbt-sql-utils/Cargo.toml;crates/dbt-state/Cargo.toml;crates/dbt-tasks-core/Cargo.toml;crates/dbt-tasks-sa/Cargo.toml;crates/dbt-telemetry/Cargo.toml;crates/dbt-test-containers/Cargo.toml;crates/dbt-test-primitives/Cargo.toml;crates/dbt-test-utils/Cargo.toml;crates/dbt-tracing/Cargo.toml;crates/dbt-tui-progress/Cargo.toml;crates/dbt-vortex/Cargo.toml;crates/minijinja-typecheck-builtins/Cargo.toml;crates/proto-rust-macros/Cargo.toml;crates/proto-rust/Cargo.toml;crates/vortex-client/Cargo.toml;crates/vortex-events/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/nh3,pypi,nh3,pypi.org,552,673,50226097,last-month,0.3.6,2026-06-22T00:46:20.000Z,https://github.com/messense/nh3,391,541,1475,Maturin,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/maturin,pypi,maturin,pypi.org,486,66,20949011,last-month,1.14.1,2026-06-19T05:19:09.000Z,https://github.com/pyo3/maturin,3391,30257,65886,Maturin,0,1,77,Cargo.toml;test-crates/bin-with-python-module/Cargo.toml;test-crates/bin-workspace-pyo3-feature/Cargo.toml;test-crates/bin-workspace-pyo3-feature/bin/Cargo.toml;test-crates/bin-workspace-pyo3-feature/python/Cargo.toml;test-crates/bin-workspace-pyo3-feature/shared/Cargo.toml;test-crates/cffi-mixed-implicit/Cargo.toml;test-crates/cffi-mixed-include-exclude/Cargo.toml;test-crates/cffi-mixed-py-subdir/Cargo.toml;test-crates/cffi-mixed-src/rust/Cargo.toml;test-crates/cffi-mixed-submodule/Cargo.toml;test-crates/cffi-mixed-with-path-dep/Cargo.toml;test-crates/cffi-mixed/Cargo.toml;test-crates/cffi-pure/Cargo.toml;test-crates/external-python-source/crate/Cargo.toml;test-crates/hello-world/Cargo.toml;test-crates/lib_with_disallowed_lib/Cargo.toml;test-crates/lib_with_path_dep/Cargo.toml;test-crates/license-test/Cargo.toml;test-crates/parent_workspace_sdist/Cargo.toml;test-crates/parent_workspace_sdist/crates/pysof/Cargo.toml;test-crates/parent_workspace_sdist/crates/shared_crate/Cargo.toml;test-crates/pyo3-abi3-and-abi3t/Cargo.toml;test-crates/pyo3-abi3-without-version/Cargo.toml;test-crates/pyo3-abi3t-without-version/Cargo.toml;test-crates/pyo3-abi3t/Cargo.toml;test-crates/pyo3-bin/Cargo.toml;test-crates/pyo3-cffi-build-script/Cargo.toml;test-crates/pyo3-feature/Cargo.toml;test-crates/pyo3-ffi-abi3t-py315/Cargo.toml;test-crates/pyo3-ffi-pure/Cargo.toml;test-crates/pyo3-mixed-include-exclude/Cargo.toml;test-crates/pyo3-mixed-py-subdir/Cargo.toml;test-crates/pyo3-mixed-src/rust/Cargo.toml;test-crates/pyo3-mixed-workspace/rust/Cargo.toml;test-crates/pyo3-mixed-workspace/rust/pyo3-mixed-workspace/Cargo.toml;test-crates/pyo3-mixed-workspace/rust/python/pyo3-mixed-workspace-py/Cargo.toml;test-crates/pyo3-mixed/Cargo.toml;test-crates/pyo3-no-extension-module/Cargo.toml;test-crates/pyo3-pure/Cargo.toml;test-crates/pyo3-pure/local-test/Cargo.toml;test-crates/pyo3-stub-generation-mixed-py-subdir/Cargo.toml;test-crates/pyo3-stub-generation-mixed/Cargo.toml;test-crates/pyo3-stub-generation-pure/Cargo.toml;test-crates/pyo3-workspace-abi3-feature/Cargo.toml;test-crates/pyo3-workspace-abi3-feature/abi3-user/Cargo.toml;test-crates/pyo3-workspace-abi3-feature/extension/Cargo.toml;test-crates/readme-duplication/Cargo.toml;test-crates/readme-duplication/readme-py/Cargo.toml;test-crates/readme-duplication/readme-rs/Cargo.toml;test-crates/sdist_with_path_dep/Cargo.toml;test-crates/sdist_with_target_path_dep/Cargo.toml;test-crates/some_path_dep/Cargo.toml;test-crates/transitive_path_dep/Cargo.toml;test-crates/uniffi-mixed/Cargo.toml;test-crates/uniffi-multiple-binding-files/Cargo.toml;test-crates/uniffi-multiple-binding-files/mylib/Cargo.toml;test-crates/uniffi-multiple-crates/Cargo.toml;test-crates/uniffi-multiple-crates/crates/a/Cargo.toml;test-crates/uniffi-multiple-crates/crates/b/Cargo.toml;test-crates/uniffi-multiple-crates/crates/uniffi-bindgen/Cargo.toml;test-crates/uniffi-pure-proc-macro/Cargo.toml;test-crates/uniffi-pure/Cargo.toml;test-crates/with-data/Cargo.toml;test-crates/workspace-inheritance/Cargo.toml;test-crates/workspace-inheritance/generic_lib/Cargo.toml;test-crates/workspace-inheritance/python/Cargo.toml;test-crates/workspace-inverted-order/Cargo.toml;test-crates/workspace-inverted-order/path-dep-with-root/Cargo.toml;test-crates/workspace/Cargo.toml;test-crates/workspace/py/Cargo.toml;test-crates/workspace_with_path_dep/Cargo.toml;test-crates/workspace_with_path_dep/dont_include_in_sdist/Cargo.toml;test-crates/workspace_with_path_dep/generic_lib/Cargo.toml;test-crates/workspace_with_path_dep/python/Cargo.toml;test-crates/workspace_with_path_dep/transitive_lib/Cargo.toml;test-crates/wrong-python-source/Cargo.toml,Cargo.lock;test-crates/bin-with-python-module/Cargo.lock;test-crates/bin-workspace-pyo3-feature/Cargo.lock;test-crates/cffi-mixed-implicit/Cargo.lock;test-crates/cffi-mixed-include-exclude/Cargo.lock;test-crates/cffi-mixed-py-subdir/Cargo.lock;test-crates/cffi-mixed-src/rust/Cargo.lock;test-crates/cffi-mixed-submodule/Cargo.lock;test-crates/cffi-mixed-with-path-dep/Cargo.lock;test-crates/cffi-mixed/Cargo.lock;test-crates/cffi-pure/Cargo.lock;test-crates/external-python-source/crate/Cargo.lock;test-crates/hello-world/Cargo.lock;test-crates/lib_with_disallowed_lib/Cargo.lock;test-crates/license-test/Cargo.lock;test-crates/parent_workspace_sdist/Cargo.lock;test-crates/parent_workspace_sdist/crates/pysof/Cargo.lock;test-crates/pyo3-abi3-and-abi3t/Cargo.lock;test-crates/pyo3-abi3-without-version/Cargo.lock;test-crates/pyo3-abi3t-without-version/Cargo.lock;test-crates/pyo3-abi3t/Cargo.lock;test-crates/pyo3-bin/Cargo.lock;test-crates/pyo3-cffi-build-script/Cargo.lock;test-crates/pyo3-feature/Cargo.lock;test-crates/pyo3-ffi-abi3t-py315/Cargo.lock;test-crates/pyo3-ffi-pure/Cargo.lock;test-crates/pyo3-mixed-include-exclude/Cargo.lock;test-crates/pyo3-mixed-py-subdir/Cargo.lock;test-crates/pyo3-mixed-src/rust/Cargo.lock;test-crates/pyo3-mixed-workspace/rust/Cargo.lock;test-crates/pyo3-mixed/Cargo.lock;test-crates/pyo3-no-extension-module/Cargo.lock;test-crates/pyo3-pure/Cargo.lock;test-crates/pyo3-stub-generation-mixed-py-subdir/Cargo.lock;test-crates/pyo3-stub-generation-mixed/Cargo.lock;test-crates/pyo3-stub-generation-pure/Cargo.lock;test-crates/pyo3-workspace-abi3-feature/Cargo.lock;test-crates/readme-duplication/Cargo.lock;test-crates/readme-duplication/readme-rs/Cargo.lock;test-crates/sdist_with_path_dep/Cargo.lock;test-crates/sdist_with_target_path_dep/Cargo.lock;test-crates/uniffi-mixed/Cargo.lock;test-crates/uniffi-multiple-binding-files/Cargo.lock;test-crates/uniffi-multiple-crates/Cargo.lock;test-crates/uniffi-pure-proc-macro/Cargo.lock;test-crates/uniffi-pure/Cargo.lock;test-crates/with-data/Cargo.lock;test-crates/workspace-inheritance/Cargo.lock;test-crates/workspace-inverted-order/Cargo.lock;test-crates/workspace/Cargo.lock;test-crates/workspace_with_path_dep/Cargo.lock;test-crates/wrong-python-source/Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/dbt-extractor,pypi,dbt-extractor,pypi.org,480,5,24772521,last-month,0.6.0,2025-04-07T16:46:05.000Z,https://github.com/dbt-labs/dbt-extractor,30,1270,2207,Maturin,0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/meson,pypi,meson,pypi.org,475,30,17772861,last-month,1.12.0,2026-08-10T22:10:23.000Z,https://github.com/mesonbuild/meson,6604,687,174202,"",1,1,29,test cases/failing/135 cargo toml error/subprojects/foo-0-rs/Cargo.toml;test cases/rust/22 cargo subproject/subprojects/bar-0.1-rs/Cargo.toml;test cases/rust/22 cargo subproject/subprojects/common-0-rs/Cargo.toml;test cases/rust/22 cargo subproject/subprojects/foo-0-rs/Cargo.toml;test cases/rust/22 cargo subproject/subprojects/libname-1-rs/Cargo.toml;test cases/rust/22 cargo subproject/subprojects/unixdep-0.1-rs/Cargo.toml;test cases/rust/26 cargo system deps/subprojects/sub-1-rs/Cargo.toml;test cases/rust/32 rust.workspace package/Cargo.toml;test cases/rust/32 rust.workspace package/subprojects/answer-2.1/Cargo.toml;test cases/rust/32 rust.workspace package/subprojects/hello-1.0/Cargo.toml;test cases/rust/33 cargo workspace/subprojects/foo/Cargo.toml;test cases/rust/33 cargo workspace/subprojects/foo/src/foo/Cargo.toml;test cases/rust/33 cargo workspace/subprojects/foo/src/member1/Cargo.toml;test cases/rust/33 cargo workspace/subprojects/foo/subprojects/member2-1.0/Cargo.toml;test cases/rust/34 rust.workspace workspace/Cargo.toml;test cases/rust/34 rust.workspace workspace/another/Cargo.toml;test cases/rust/34 rust.workspace workspace/more/Cargo.toml;test cases/rust/34 rust.workspace workspace/subprojects/answer-2.1/Cargo.toml;test cases/rust/34 rust.workspace workspace/subprojects/hello-1.0/Cargo.toml;test cases/rust/35 cargo multiple versions/subprojects/foo-1-rs/Cargo.toml;test cases/rust/35 cargo multiple versions/subprojects/foo-2-rs/Cargo.toml;test cases/rust/35 cargo multiple versions/subprojects/main/Cargo.toml;test cases/rust/40 cargo dep multiple version/Cargo.toml;test cases/rust/40 cargo dep multiple version/subprojects/answer-2.1/Cargo.toml;test cases/rust/40 cargo dep multiple version/subprojects/hello-3.0/Cargo.toml;test cases/rust/43 extra_members/Cargo.toml;test cases/rust/43 extra_members/gAmma/Cargo.toml;test cases/rust/43 extra_members/subdir/alpha/Cargo.toml;test cases/rust/43 extra_members/subdir/beta/Cargo.toml,test cases/rust/25 cargo lock/Cargo.lock;test cases/rust/32 rust.workspace package/Cargo.lock;test cases/rust/34 rust.workspace workspace/Cargo.lock;test cases/rust/40 cargo dep multiple version/Cargo.lock;test cases/rust/43 extra_members/Cargo.lock,"brief:lang,brief:cargo,cargo.toml,cargo.lock,rust_loc"
pkg:pypi/python-geohash,pypi,python-geohash,pypi.org,467,16,554273,last-month,0.9.2,2026-06-02T23:13:59.000Z,https://github.com/hkwi/python-geohash,,511,1541,"Maturin,setuptools-rust",0,1,1,Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
pkg:conda/harfbuzz?repository_url=https://conda-forge.org,conda,harfbuzz,conda-forge.org,466,27,46958988,total,5.3.0,2022-10-10T14:22:52.000Z,https://github.com/harfbuzz/harfbuzz,5468,1925,279186,"",1,0,3,src/rust/Cargo.toml;src/wasm/rust/harfbuzz-wasm/Cargo.toml;src/wasm/sample/rust/hello-wasm/Cargo.toml,"","brief:lang,brief:cargo,cargo.toml,rust_loc"
pkg:pypi/lancedb,pypi,lancedb,pypi.org,453,72,9688636,last-month,0.37.1,2026-08-10T10:41:45.000Z,https://github.com/lancedb/lancedb,11170,65652,182663,napi-rs,0,1,4,Cargo.toml;nodejs/Cargo.toml;python/Cargo.toml;rust/lancedb/Cargo.toml,Cargo.lock,"brief:lang,brief:cargo,brief:bridge,cargo.toml,cargo.lock,rust_loc"
