purl,ecosystem,dependent_repos,repository_url,cargo_dir,crate,version,direct,vendors_c,advisory,aliases,severity,informational,published,summary
pkg:npm/tailwindcss,npm,1049673,https://github.com/tailwindlabs/tailwindcss,crates/oxide/fuzz,crossbeam-epoch,0.9.18,0,0,RUSTSEC-2026-0204,"",,,2026-07-06T12:00:00Z,Invalid pointer dereference in `fmt::Pointer` impl for `Atomic` and `Shared` when the underlying pointer is invalid
pkg:npm/tailwindcss,npm,1049673,https://github.com/tailwindlabs/tailwindcss,crates/oxide/fuzz,fxhash,0.2.1,0,0,RUSTSEC-2025-0057,"",,unmaintained,2025-09-05T12:00:00Z,fxhash - no longer maintained
pkg:npm/tailwindcss,npm,1049673,https://github.com/tailwindlabs/tailwindcss,crates/oxide,fxhash,2.1.1,1,0,RUSTSEC-2025-0057,"",,unmaintained,2025-09-05T12:00:00Z,fxhash - no longer maintained
pkg:npm/tailwindcss,npm,1049673,https://github.com/tailwindlabs/tailwindcss,crates/oxide/fuzz,tracing-subscriber,0.3.18,0,0,RUSTSEC-2025-0055,GHSA-xwfj-jgwm-7wp5 CVE-2025-58160 CGA-qfj4-j4gm-v9q6,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,,2025-08-29T12:00:00Z, Tracing logging user input may result in poisoning logs with ANSI escape sequences
pkg:npm/tailwindcss,npm,1049673,https://github.com/tailwindlabs/tailwindcss,crates/oxide,tracing-subscriber,0.3.18,1,0,RUSTSEC-2025-0055,GHSA-xwfj-jgwm-7wp5 CVE-2025-58160 CGA-qfj4-j4gm-v9q6,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,,2025-08-29T12:00:00Z, Tracing logging user input may result in poisoning logs with ANSI escape sequences
pkg:npm/selenium-webdriver,npm,622782,https://github.com/seleniumhq/selenium,rust,anyhow,1.0.102,1,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/selenium-webdriver,npm,622782,https://github.com/seleniumhq/selenium,rust,sevenz-rust,0.6.1,1,0,RUSTSEC-2026-0245,"",CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:A/VC:N/VI:H/VA:L/SC:H/SI:H/SA:H,,2026-08-06T12:00:00Z,Relative/Absolute Path Traversal (CWE-23/CWE-36) in `decompress_impl` that enables an arbitrary file write.
pkg:npm/selenium-webdriver,npm,622782,https://github.com/seleniumhq/selenium,rust,sevenz-rust,0.6.1,1,0,RUSTSEC-2026-0246,"",,unmaintained,2026-08-06T12:00:00Z,`sevenz-rust` is unmaintained
pkg:npm/selenium-webdriver,npm,622782,https://github.com/seleniumhq/selenium,rust,tar,0.4.44,1,0,GHSA-3pv8-6f4r-ffg2,CGA-8ww7-68g5-5224,,,2026-05-29T19:16:12Z,tar has a PAX header desynchronization issue
pkg:npm/selenium-webdriver,npm,622782,https://github.com/seleniumhq/selenium,rust,tar,0.4.44,1,0,RUSTSEC-2026-0068,GHSA-gchp-q4r4-x4ff CVE-2026-33055 CGA-jh5j-68c4-238r,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:A/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,,2026-03-19T12:00:00Z,tar-rs incorrectly ignores PAX size headers if header size is nonzero
pkg:npm/selenium-webdriver,npm,622782,https://github.com/seleniumhq/selenium,rust,tar,0.4.44,1,0,RUSTSEC-2026-0067,GHSA-j4xf-2g29-59ph CVE-2026-33056 CGA-8xvq-x5ff-4hpp,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:A/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,,2026-03-19T12:00:00Z,tar-rs `unpack_in` can chmod arbitrary directories by following symlinks
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,ansi_term,0.12.1,0,0,RUSTSEC-2021-0139,"",,unmaintained,2021-08-18T12:00:00Z,ansi_term is Unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,crates/swc_ecma_minifier/fuzz,anyhow,1.0.100,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,atty,0.2.14,0,0,RUSTSEC-2024-0375,"",,unmaintained,2024-09-25T12:00:00Z,`atty` is unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,atty,0.2.14,0,0,RUSTSEC-2021-0145,GHSA-g98v-hv3f-hcfr CGA-hw4w-pxh2-8c54,,unsound,2021-07-04T12:00:00Z,atty potential unaligned read
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,bincode,1.3.3,0,0,RUSTSEC-2025-0141,"",,unmaintained,2025-12-16T12:00:00Z,Bincode is unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,crates/swc_ecma_minifier/fuzz,bytes,1.10.1,0,0,RUSTSEC-2026-0007,GHSA-434x-w66g-qw3r CVE-2026-25541 CGA-2c89-jq5r-gvjq,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:P,,2026-02-03T12:00:00Z,bytes has integer overflow in BytesMut::reserve
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,crates/swc_ecma_minifier/fuzz,difference,2.0.0,0,0,RUSTSEC-2020-0095,"",,unmaintained,2020-12-20T12:00:00Z,difference is unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,h2,0.3.26,0,0,RUSTSEC-2026-0258,GHSA-q83h-524g-xf6h,,,2026-08-17T12:00:00Z,h2 unbounded empty DATA frames
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,lexical,6.1.1,0,0,RUSTSEC-2023-0055,RUSTSEC-2023-0086 GHSA-2326-pfpj-vx3h GHSA-c2hm-mjxv-89r4 CGA-3x36-pj67-6cp2,,unsound,2023-09-03T12:00:00Z,Multiple soundness issues in lexical
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,lexical-core,0.8.5,0,0,RUSTSEC-2023-0055,RUSTSEC-2023-0086 GHSA-2326-pfpj-vx3h GHSA-c2hm-mjxv-89r4 CGA-3x36-pj67-6cp2,,unsound,2023-09-03T12:00:00Z,Multiple soundness issues in lexical
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,libyml,0.0.5,0,0,RUSTSEC-2025-0067,GHSA-gfxp-f68g-8x78,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,unsound,2025-09-11T12:00:00Z,LibYML: `libyml::string::yaml_string_extend` is unsound and unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,memmap2,0.6.2,0,0,RUSTSEC-2026-0186,"",,unsound,2026-06-20T12:00:00Z,Unchecked pointer offset in crate `memmap2`
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-ghm9-cr32-g9qj,CVE-2026-41681 CGA-g63c-g32c-78mh,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:U,,2026-04-22T21:05:02Z,rust-openssl: rustMdCtxRef::digest_final() writes past caller buffer with no length check
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-8c75-8mhr-p7r9,CVE-2026-41678 CGA-v285-cxc2-m645,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:U,,2026-04-22T21:17:32Z,rust-openssl has incorrect bounds assertion in aes key wrap
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-hppc-g8h3-xhp3,CVE-2026-41898 CGA-c9p9-wwqf-q99f,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:L/SC:N/SI:N/SA:N,,2026-04-22T21:00:57Z,rust-openssl: Unchecked callback length in PSK/cookie trampolines leaks adjacent memory to peer
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-pqf5-4pqq-29f5,CVE-2026-41676 CGA-4rxf-wfwx-7622,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:U,,2026-04-22T21:22:00Z,rust-openssl: Deriver::derive and PkeyCtxRef::derive can overflow short buffers on OpenSSL 1.1.1
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-xv59-967r-8726,CVE-2026-44662 CGA-6jq3-qvwq-qj6x,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,,2026-05-07T22:33:51Z,rust-openssl vulnerable to heap buffer overflow when encrypting with AES key-wrap-with-padding
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-xmgf-hq76-4vx2,CVE-2026-41677 CGA-mr68-j6jr-86mj,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,,2026-04-22T21:20:04Z,rust-opennssl has an Out-of-bounds read in PEM password callback when returning an oversized length
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-xp3w-r5p5-63rr,CVE-2026-42327 CGA-38qc-87rx-2r8x,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,,2026-05-05T21:46:38Z,rust-openssl has undefined behavior in X509Ref::ocsp_responders for certificates with non-UTF-8 OCSP URLs
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,openssl,0.10.72,0,0,GHSA-phqj-4mhp-q6mq,CVE-2026-45784 CGA-g29r-cj9q-7phv,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,,2026-05-19T19:50:11Z,rust-openssl: Potential out-of-bounds write in `CipherCtxRef::cipher_update_inplace` for AES-KW-PAD ciphers
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,paste,1.0.15,0,0,RUSTSEC-2024-0436,"",,unmaintained,2024-10-07T12:00:00Z,paste - no longer maintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,proc-macro-error,1.0.4,0,0,RUSTSEC-2024-0370,"",,unmaintained,2024-09-01T12:00:00Z,proc-macro-error is unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,proc-macro-error2,2.0.1,0,0,RUSTSEC-2026-0173,"",,unmaintained,2026-06-07T12:00:00Z,proc-macro-error2 is unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,crates/swc_ecma_minifier/fuzz,rand,0.8.5,0,0,RUSTSEC-2026-0097,GHSA-cq8v-f236-94qc CGA-mwpp-hm8c-cc42,,unsound,2026-04-09T12:00:00Z,Rand is unsound with a custom logger using rand::rng()
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,rkyv,0.7.45,0,0,RUSTSEC-2026-0235,"",,,2026-05-13T12:00:00Z,Insufficient archive validation can cause out-of-bounds reads in archives containing Rc/Arc
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,rkyv,0.7.45,0,0,RUSTSEC-2026-0001,"",,,2026-01-05T12:00:00Z,Potential Undefined Behaviors in `Arc<T>`/`Rc<T>` impls of `from_value` on OOM
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,rustls-pemfile,1.0.4,0,0,RUSTSEC-2025-0134,"",,unmaintained,2025-11-28T12:00:00Z,rustls-pemfile is unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,serde_yml,0.0.12,0,0,RUSTSEC-2025-0068,GHSA-hhw4-xg65-fp2x,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,unsound,2025-09-11T12:00:00Z,serde_yml crate is unsound and unmaintained
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,tar,0.4.45,0,0,GHSA-3pv8-6f4r-ffg2,CGA-8ww7-68g5-5224,,,2026-05-29T19:16:12Z,tar has a PAX header desynchronization issue
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0222,GHSA-hgjw-h833-99q9,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:L,,2026-07-31T12:00:00Z,Stores can mix up type indices between engines
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0021,GHSA-243v-98vx-264h CVE-2026-27572 CGA-4c8q-mj8w-cjwx,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:H,,2026-02-24T12:00:00Z,Wasmtime can panic when adding excessive fields to a `wasi:http/types.fields` instance
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0006,GHSA-vc8c-j3xm-xj73 CVE-2026-24116 CGA-rh6h-3qqx-5hv9,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-01-26T12:00:00Z,Wasmtime segfault or unused out-of-sandbox load with f64.copysign operator on x86-64
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0095,GHSA-xx5w-cvp6-jv83 CVE-2026-34987 CGA-373r-7xrx-29mg,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime with Winch compiler backend on aarch64 may allow a sandbox-escaping memory access
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0091,GHSA-394w-hwhg-8vgm CVE-2026-35195 CGA-g48v-g8mj-xj87,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has out-of-bounds write or crash when transcoding component model strings
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0088,GHSA-6wgr-89rj-399p CVE-2026-34988 CGA-746c-gh33-8chg,CVSS:4.0/AV:N/AC:H/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has data leakage between pooling allocator instances
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0020,GHSA-852m-cvvp-9p4w CVE-2026-27204 CGA-qwvf-hp8h-3vxc,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,,2026-02-24T12:00:00Z,Wasmtime WASI implementations are vulnerable to guest-controlled resource exhaustion
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0094,GHSA-f984-pcp8-v2p7 CVE-2026-35186 CGA-3qch-4hwr-g7qm,CVSS:4.0/AV:N/AC:H/AT:P/PR:L/UI:N/VC:L/VI:L/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has improperly masked return value from `table.grow` with Winch compiler backend
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0093,GHSA-hx6p-xpx3-jvvv CVE-2026-34941 CGA-55p6-jxr7-m96g,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime: Heap OOB read in component model UTF-16 to latin1+utf16 string transcoding
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0096,GHSA-jhxm-h53p-jm7w CVE-2026-34971 CGA-vmhf-4j8m-vmqx,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,,2026-04-09T12:00:00Z,Wasmtime: Miscompiled guest heap access enables sandbox escape on aarch64 Cranelift
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0092,GHSA-jxhv-7h78-9775 CVE-2026-34942 CGA-7f8x-xjfg-9cq8,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,,2026-04-09T12:00:00Z,Wasmtime: Panic when transcoding misaligned utf-16 strings
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0085,GHSA-m758-wjhj-p3jq CVE-2026-34943 CGA-jq5v-33fj-fvcj,CVSS:4.0/AV:N/AC:H/AT:P/PR:H/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has a possible panic when lifting `flags` component value
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0086,GHSA-m9w2-8782-2946 CVE-2026-34945 CGA-rr57-4c3v-mqv3,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has host data leakage with 64-bit tables and Winch
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0114,GHSA-p8xm-42r7-89xg CVE-2026-44216 CGA-4w3c-qcxm-v5gj,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-30T12:00:00Z,wasmtime has a panic when allocating a table exceeding the size of the host's address space
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0089,GHSA-q49f-xg75-m9xw CVE-2026-34946 CGA-gqq8-qcr7-4hjj,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime has host panic when Winch compiler executes `table.fill`
pkg:npm/%40swc/helpers,npm,360974,https://github.com/swc-project/swc,.,wasmtime,38.0.4,0,0,RUSTSEC-2026-0087,GHSA-qqfj-4vcm-26hv CVE-2026-34944 CGA-9gqp-p96h-8rj6,CVSS:4.0/AV:L/AC:L/AT:P/PR:L/UI:A/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,,2026-04-09T12:00:00Z,Wasmtime segfault or unused out-of-sandbox load with `f64x2.splat` operator on x86-64 
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,adler,1.0.2,0,0,RUSTSEC-2025-0056,"",,unmaintained,2025-09-05T12:00:00Z,"adler crate is unmaintained, use adler2 instead"
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,crates/next-error-code-swc-plugin,ansi_term,0.12.1,0,0,RUSTSEC-2021-0139,"",,unmaintained,2021-08-18T12:00:00Z,ansi_term is Unmaintained
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,rspack/crates/binding,anyhow,1.0.102,1,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,crates/next-error-code-swc-plugin,anyhow,1.0.94,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,rspack,anyhow,1.0.102,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,anyhow,1.0.100,0,0,RUSTSEC-2026-0190,"",,unsound,2026-06-25T12:00:00Z,Unsoundness in `Error::downcast_mut()`
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,atomic-polyfill,0.1.11,0,0,RUSTSEC-2023-0089,"",,unmaintained,2023-07-11T12:00:00Z,atomic-polyfill is unmaintained
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,aws-lc-sys,0.30.0,0,1,RUSTSEC-2026-0043,RUSTSEC-2026-0045 GHSA-65p9-r9h6-22vj GHSA-frmv-5gcm-jwxh CVE-2026-3337 CGA-fqpw-fjwp-5777,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,,2026-03-02T12:00:00Z,AWS-LC has Timing Side-Channel in AES-CCM Tag Verification
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,aws-lc-sys,0.30.0,0,1,RUSTSEC-2026-0042,RUSTSEC-2026-0048 GHSA-9f94-5g5w-gf6r CVE-2026-4428 CGA-2hvw-crv4-gr28,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,,2026-03-19T12:00:00Z,CRL Distribution Point Scope Check Logic Error in AWS-LC
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,aws-lc-sys,0.30.0,0,1,RUSTSEC-2026-0047,GHSA-hfpc-8r3f-gw53 GHSA-jchq-39cv-q4wj CVE-2026-3338 CGA-jqvx-j542-ch33,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,,2026-03-02T12:00:00Z,AWS-LC has PKCS7_verify Signature Validation Bypass
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,aws-lc-sys,0.30.0,0,1,RUSTSEC-2026-0046,GHSA-cfwj-9wp5-wqvp GHSA-vw5v-4f2q-w9xf CVE-2026-3336 CGA-vc5g-x3vg-q749,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,,2026-03-02T12:00:00Z,AWS-LC has PKCS7_verify Certificate Chain Validation Bypass
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,bincode,2.0.1,0,0,RUSTSEC-2025-0141,"",,unmaintained,2025-12-16T12:00:00Z,Bincode is unmaintained
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,bincode,1.3.3,0,0,RUSTSEC-2025-0141,"",,unmaintained,2025-12-16T12:00:00Z,Bincode is unmaintained
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,crates/next-error-code-swc-plugin,bytes,1.9.0,0,0,RUSTSEC-2026-0007,GHSA-434x-w66g-qw3r CVE-2026-25541 CGA-2c89-jq5r-gvjq,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:P,,2026-02-03T12:00:00Z,bytes has integer overflow in BytesMut::reserve
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,rspack,crossbeam-epoch,0.9.18,0,0,RUSTSEC-2026-0204,"",,,2026-07-06T12:00:00Z,Invalid pointer dereference in `fmt::Pointer` impl for `Atomic` and `Shared` when the underlying pointer is invalid
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,crossbeam-epoch,0.9.15,0,0,RUSTSEC-2026-0204,"",,,2026-07-06T12:00:00Z,Invalid pointer dereference in `fmt::Pointer` impl for `Atomic` and `Shared` when the underlying pointer is invalid
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,crates/next-error-code-swc-plugin,difference,2.0.0,0,0,RUSTSEC-2020-0095,"",,unmaintained,2020-12-20T12:00:00Z,difference is unmaintained
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,turbopack/crates/turbo-tasks,event-listener,5.4.0,1,0,RUSTSEC-2026-0221,"",,unsound,2026-07-13T12:00:00Z,`event-listener` allows `!Send` tags to cross thread boundaries via `StackSlot`
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,h2,0.3.7,0,0,RUSTSEC-2026-0258,GHSA-q83h-524g-xf6h,,,2026-08-17T12:00:00Z,h2 unbounded empty DATA frames
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,h2,0.3.7,0,0,RUSTSEC-2024-0332,GHSA-q6cp-qfwq-4gcv CGA-p97x-j2ff-6w2q,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,,2024-04-03T12:00:00Z,h2 servers vulnerable to degradation of service with CONTINUATION Flood
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,h2,0.3.24,0,0,RUSTSEC-2026-0258,GHSA-q83h-524g-xf6h,,,2026-08-17T12:00:00Z,h2 unbounded empty DATA frames
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,h2,0.3.24,0,0,RUSTSEC-2024-0332,GHSA-q6cp-qfwq-4gcv CGA-p97x-j2ff-6w2q,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,,2024-04-03T12:00:00Z,h2 servers vulnerable to degradation of service with CONTINUATION Flood
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,h2,0.3.7,0,0,RUSTSEC-2024-0003,GHSA-8r5v-vm4m-4g25 CVE-2019-9514 CGA-r24q-h5qj-r7jc,,,2024-01-17T12:00:00Z,Resource exhaustion vulnerability in h2 may lead to Denial of Service (DoS)
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,.,h2,0.4.7,0,0,RUSTSEC-2026-0258,GHSA-q83h-524g-xf6h,,,2026-08-17T12:00:00Z,h2 unbounded empty DATA frames
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,h2,0.3.7,0,0,RUSTSEC-2023-0034,GHSA-f8vr-r385-rh5r CVE-2023-26964,,,2023-04-11T15:30:30Z,h2 vulnerable to denial of service
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,scripts/send-trace-to-jaeger,idna,0.2.3,0,0,RUSTSEC-2024-0421,GHSA-h97m-ww89-6jmq CVE-2024-12224 CGA-vqcf-23pj-f75j,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,,2024-12-09T12:00:00Z,`idna` accepts Punycode labels that do not produce any non-ASCII when decoded
pkg:npm/next,npm,345645,https://github.com/vercel/next.js,rspack,json,0.12.4,0,0,RUSTSEC-2022-0081,"",,unmaintained,2022-02-01T12:00:00Z,json is unmaintained
