repository_url,ecosystems,dependent_repos,c_loc,cpp_loc,c_bridge_tools,c_build_tools,has_rust,rust_loc,brief_languages
https://github.com/firebase/firebase-ios-sdk,"cocoapods,swiftpm",27679,81236,142189,"",CMake,0,0,"C,Swift,Objective-C,C++,Python,Ruby,JavaScript"
https://github.com/davidfstr/rdiscount,rubygems,27183,11373,0,mkmf,"",0,0,"C,Ruby,Perl"
https://github.com/opencontainers/runc,go,27022,1185,0,"","",0,0,"Go,C"
https://github.com/reactivex/rxdart,pub,26953,107,426,"",CMake,0,0,"Dart,C,C++,Swift,Objective-C,Kotlin"
https://github.com/rust-lang/rustc-demangle,cargo,26842,1803,0,"","",1,2393,"Rust,C"
https://github.com/homebrew/ruby-macho,rubygems,26346,12,0,"","",0,0,"Ruby,C"
https://github.com/uqfoundation/dill,"pypi,conda",25888,0,0,setuptools Extension,"",0,0,Python
https://github.com/sdwebimage/sdwebimage,"cocoapods,swiftpm",25806,2601,0,"","",0,0,"Objective-C,C,Swift"
https://github.com/tekartik/sqflite,pub,25180,412,0,"","",0,0,"Dart,Java,C,Objective-C,Kotlin,Swift"
https://github.com/ruby/debug,rubygems,25113,260,0,mkmf,"",0,0,"Ruby,C"
https://github.com/nanopb/nanopb,cocoapods,24745,13158,204,"","CMake,Meson",0,0,"C,Python,C++,Objective-C,Swift"
https://github.com/gonum/netlib,go,24659,17876,0,"","",0,0,"Go,C"
https://github.com/python-babel/babel,"pypi,conda",24551,0,91,"","",0,0,"Python,C++,JavaScript"
https://github.com/alexmojaki/stack_data,"pypi,conda",24349,0,0,setuptools Extension,"",0,0,Python
https://github.com/celery/py-amqp,pypi,24167,0,0,setuptools Extension,"",0,0,Python
https://github.com/google/googleutilities,"cocoapods,swiftpm",24045,758,0,"","",0,0,"Objective-C,C,Swift,Ruby"
https://github.com/statsmodels/statsmodels,"pypi,conda",23993,32,0,setuptools Extension,Meson,0,0,"Python,R,Objective-C,JavaScript,C,Fortran"
https://github.com/jgarber/redcloth,rubygems,23955,202,0,"","",0,0,"Ruby,C"
https://github.com/apache/arrow,"pypi,conda",23710,143388,528021,setuptools Extension,CMake,0,0,"C++,C,Ruby,Objective-C,Python,R,Lua,JavaScript"
https://github.com/fastlane/fastlane,rubygems,23407,159,0,"","",0,0,"Ruby,Swift,Objective-C,C,Java,JavaScript"
https://github.com/celery/billiard,pypi,23246,1725,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/cfug/dio,pub,23200,206,833,"",CMake,0,0,"Dart,C,C++,Swift,Kotlin"
https://github.com/nix-rust/nix,cargo,23155,18,0,"","",1,35424,"Rust,C"
https://github.com/microsoft/hcsshim,go,22630,1084,0,"","",0,0,"Go,C"
https://github.com/cldwalker/debugger,rubygems,22611,7218,0,mkmf,"",0,0,"Ruby,Emacs Lisp,C"
https://github.com/pry/pry-doc,rubygems,22360,52,0,"","",0,0,"Ruby,C"
https://github.com/julienxx/terminal-notifier,rubygems,22106,3,0,"","",0,0,"Ruby,Objective-C,C"
https://github.com/golang/freetype,go,21651,78,0,"","",0,0,"Go,C"
https://github.com/google/gtm-session-fetcher,"cocoapods,swiftpm",21622,859,0,"","",0,0,"Objective-C,C,Swift,Python"
https://github.com/microsoft/debugpy,"pypi,conda",21484,85835,1417,setuptools Extension,"",0,0,"Python,C++,C"
https://github.com/briansmith/ring,cargo,21301,16329,326,"","",1,21350,"Rust,Perl,C,Python"
https://github.com/mneumann/errno-dragonfly-rs,cargo,21292,2,0,"","",1,8,"Rust,C"
https://github.com/cilium/ebpf,go,21038,2954,0,"","",0,0,"Go,C,Python"
https://github.com/postmodern/digest-crc,rubygems,20778,2136,0,mkmf,"",0,0,"Ruby,C"
https://github.com/luislavena/sqlite3-ruby,rubygems,20474,1963,0,mkmf,"",0,0,"Ruby,C"
https://github.com/aio-libs/frozenlist,pypi,20325,0,0,setuptools Extension,"",0,0,Python
https://github.com/xerial/sqlite-jdbc,maven,19941,7933,0,"","",0,0,"Java,C"
https://github.com/pact-foundation/pact-go,go,19894,629,0,"","",0,0,"Go,C"
https://github.com/plu/simctl,rubygems,19805,4,0,"","",0,0,"Ruby,Objective-C,C"
https://github.com/nuxinl/cloudabi,cargo,19640,2090,0,"","",1,1357,"Python,C,Rust"
https://github.com/ruby/digest,rubygems,19620,6724,0,mkmf,"",0,0,"C,Ruby,Java"
https://github.com/javaee/javamail,maven,19526,73,0,"","",0,0,"Java,C"
https://github.com/cldwalker/debugger-ruby_core_source,rubygems,19395,123720,0,"","",0,0,"C,Ruby"
https://github.com/mongodb/bson-ruby,rubygems,19387,1462,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/nrwl/nx,npm,19290,0,0,node-gyp,"",1,39339,"TypeScript,Rust,JavaScript,Kotlin,C#,Prolog,Java"
https://github.com/shirou/gopsutil,go,19147,19,0,"","",0,0,"Go,C"
https://github.com/globalsign/mgo,go,19023,300,0,"","",0,0,"Go,C,JavaScript"
https://github.com/cython/cython,"pypi,conda",18920,23688,460,setuptools Extension,"",0,0,"Python,C,C++,JavaScript"
https://github.com/azure/azure-sdk-for-js,npm,18613,4,0,"","",0,0,"TypeScript,JavaScript,Python,Java,Objective-C,C,Prolog"
https://github.com/elastic/elasticsearch,maven,18551,493,6860,"","",1,3980,"Java,Groovy,C++,C,Rust,Emacs Lisp,Python"
https://github.com/haskell/bytestring,hackage,18438,1805,0,"","",0,0,"Haskell,C"
https://github.com/legrandin/pycryptodome,pypi,18279,45462,103,setuptools Extension,"",0,0,"Python,C,C++,JavaScript"
https://github.com/jackc/pgx,go,18275,21,0,"","",0,0,"Go,C,Ruby"
https://github.com/java-native-access/jna,maven,18167,42428,128,"","",0,0,"Java,C,C++,Perl,Python"
https://github.com/ultrajson/ultrajson,pypi,18137,3877,321445,setuptools Extension,"",0,0,"Python,C,C++"
https://github.com/google/sentencepiece,pypi,18074,154122,14454,"",CMake,0,0,"C++,C,Python,Perl"
https://github.com/ruby/strscan,rubygems,18009,1135,0,mkmf,"",0,0,"Ruby,Java,C,Emacs Lisp"
https://github.com/dotansimha/graphql-code-generator,npm,17858,0,0,node-gyp,"",1,278,"TypeScript,JavaScript,Rust"
https://github.com/haskell/containers,hackage,17705,15,0,"","",0,0,"Haskell,Python,C,Perl"
https://github.com/e314521/cocoalibevent,cocoapods,17671,2700,0,"","",0,0,C
https://github.com/gimli-rs/object,cargo,17527,65728,123,"","",1,54984,"Rust,C,C++,Go,Python"
https://github.com/rmagick/rmagick,rubygems,17453,1207,18486,mkmf,"",0,0,"Ruby,C++,C,JavaScript"
https://github.com/google/googledatatransport,"cocoapods,swiftpm",17397,1576,0,"","",0,0,"C,Objective-C,Swift,Python,Ruby"
https://github.com/gimli-rs/addr2line,cargo,17339,65627,102,"","",1,3042,"Rust,C,C++,Go,Python"
https://github.com/microsoft/playwright,npm,17326,595,1684,"","",0,0,"TypeScript,JavaScript,C,C++,Objective-C,C#,Java,Python,Prolog"
https://github.com/pygame/pygame,pypi,17300,66951,0,setuptools Extension,"",0,0,"Python,C,Objective-C"
https://github.com/sympy/sympy,"pypi,conda",17212,0,0,setuptools Extension,"",0,0,"Python,Scheme"
https://github.com/openjdk/jfx,maven,17108,1783219,1707013,"",CMake,0,0,"Java,C,C++,Objective-C,JavaScript,Python,Ruby,Groovy,Perl"
https://github.com/google/promises,"cocoapods,swiftpm",17034,474,0,"","",0,0,"Swift,Objective-C,C"
https://github.com/miekg/pkcs11,go,16979,2012,0,"","",0,0,"Go,C"
https://github.com/dropbox/rust-brotli-decompressor,cargo,16834,313,0,"","",1,32065,"Rust,C,Python"
https://github.com/dropbox/rust-brotli,cargo,16688,2403,0,"","",1,235607,"Rust,C,Go,Python"
https://github.com/rust-windowing/android-ndk-rs,cargo,16174,62,0,"","",1,97212,"Rust,C"
https://github.com/haskell/text,hackage,16168,9042,50308,"","",0,0,"Haskell,C,C++"
https://github.com/apache/avro,"maven,pypi,rubygems",15858,26233,19902,"",CMake,0,0,"Java,C#,C,PHP,C++,Python,Ruby,JavaScript,Perl"
https://github.com/docker/docker-credential-helpers,go,15848,147,0,"","",0,0,"Go,C"
https://github.com/rust-mobile/ndk,cargo,15810,62,0,"","",1,97212,"Rust,C"
https://github.com/explosion/spacy,pypi,15793,0,8,setuptools Extension,"",0,0,"Python,JavaScript,TypeScript,C"
https://github.com/jni-rs/jni-rs,cargo,15688,24,0,"","",1,26997,"Rust,Java,C"
https://github.com/google/flatbuffers,"pypi,go,cargo",15626,38901,56183,"",CMake,1,35893,"TypeScript,Rust,Python,C,Java,Swift,C++,JavaScript,C#,Kotlin,Go,Lua,PHP,Nim,Dart"
https://github.com/numba/llvmlite,"pypi,conda",15370,100,3069,setuptools Extension,"",0,0,"Python,C++,C"
https://github.com/magicstack/uvloop,pypi,15361,108,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/strawlab/iana-time-zone,cargo,15342,0,47,"","",1,2909,"Rust,C++"
https://github.com/ruby/date,rubygems,15255,12493,0,mkmf,"",0,0,"Ruby,C"
https://github.com/scala/scala,maven,15165,18,0,"","",0,0,"Scala,Java,JavaScript,C,Ruby"
https://github.com/jline/jline3,maven,15136,1175,0,"","",0,0,"Java,Groovy,C,JavaScript,TypeScript"
https://github.com/mysql/mysql-connector-python,pypi,14842,3577,776,"","",0,0,"Python,C,C++,JavaScript"
https://github.com/pycurl/pycurl,pypi,14557,11363,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/go-mgo/mgo,go,14218,300,0,"","",0,0,"Go,C,JavaScript"
https://github.com/checkpoint-restore/go-criu,go,14198,294,0,"","",0,0,"Go,C,Python"
https://github.com/romanbsd/fast-stemmer,rubygems,13992,281,0,mkmf,"",0,0,"Ruby,C"
https://github.com/ssheldon/rust-block,cargo,13955,22,0,"","",1,333,"Rust,C"
https://github.com/rare-technologies/gensim,pypi,13895,63,0,setuptools Extension,"",0,0,"Python,JavaScript,Objective-C,C,D"
https://github.com/chenzhuoyu/base64x,go,13609,430,0,"","",0,0,"Go,C,Python"
https://github.com/pydata/numexpr,"conda,pypi",13496,369,4251,setuptools Extension,"",0,0,"Python,C++,C"
https://github.com/libevent/libevent,cocoapods,13373,69548,0,"","Autotools,CMake",0,0,"C,Python"
https://github.com/ohler55/oj,rubygems,13067,21997,0,mkmf,"",0,0,"Ruby,C"
https://github.com/ccgus/fmdb,cocoapods,12971,446,0,"","",0,0,"Objective-C,C,Swift"
https://github.com/fmtlib/fmt,cocoapods,12875,27106,20444,"",CMake,0,0,"C++,C,Python,JavaScript"
https://github.com/comex/rust-shlex,cargo,12814,20,0,"","",1,1042,"Rust,C"
https://github.com/ijl/orjson,pypi,12646,14492,0,"","",1,7624,"Rust,Python,C"
https://github.com/contourpy/contourpy,pypi,12642,2808,3433,"",Meson,0,0,"Python,C,C++"
https://github.com/dmlc/xgboost,pypi,12601,40207,51715,"",CMake,0,0,"C++,C,Python,Scala,R,Java,JavaScript"
https://github.com/pganssle/zoneinfo,pypi,12473,1953,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/chyh1990/yaml-rust,cargo,12361,0,1402,"","",1,4316,"Rust,C++,Ruby"
https://github.com/firebase/leveldb,cocoapods,12292,3160,17721,"",CMake,0,0,"C++,C,Swift"
https://github.com/kylemayes/clang-sys,cargo,12290,8,0,"","",1,3147,"Rust,C"
https://github.com/openai/tiktoken,pypi,12196,0,0,setuptools Extension,"",1,715,"Python,Rust"
https://github.com/jethrogb/rust-cexpr,cargo,12135,68,0,"","",1,1154,"C,Rust"
https://github.com/rust-lang/rust-bindgen,cargo,12109,2806,129683,"","",1,83296,"Rust,C++,C,Python,D"
https://github.com/lysine-dev/okio,maven,12068,120,0,"","",0,0,"Kotlin,Java,C,Prolog"
https://github.com/swiftyjson/swiftyjson,"cocoapods,swiftpm",12045,3,0,"","",0,0,"Swift,C,Objective-C"
https://github.com/rust-lang/compiler-builtins,cargo,12022,60,0,"","",1,38462,"Rust,C,Python,Julia"
https://github.com/hynek/argon2-cffi-bindings,pypi,11990,4802,0,"",CMake,0,0,"C,Python,Swift"
https://github.com/ruby/psych,rubygems,11869,1783,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/pytoolz/cytoolz,"conda,pypi",11437,0,0,setuptools Extension,"",0,0,Python
https://github.com/pytorch/audio,pypi,11395,1741,1063,setuptools Extension,"",0,0,"Python,C,C++"
https://github.com/facebook/fresco,maven,11318,1405,4243,"","",0,0,"Kotlin,Java,C,C++,JavaScript,Prolog,Python"
https://github.com/astropy/astropy,"conda,pypi",11150,128039,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/mkleehammer/pyodbc,pypi,11037,492,7812,setuptools Extension,"",0,0,"C,Python,C++"
https://github.com/pytables/pytables,pypi,11004,94919,599,"setuptools Extension,meson-python",CMake,0,0,"C,Python,C#,Ada,C++"
https://github.com/priteshrnandgaonkar/fmt,cocoapods,10777,23998,17943,"",CMake,0,0,"C++,C,Python,JavaScript"
https://github.com/sphinx-doc/sphinxcontrib-websupport,pypi,10661,1,0,"","",0,0,"Python,C,JavaScript"
https://github.com/priteshrnandgaonkar/boost-iosx,cocoapods,10576,8398,4333409,"","",0,0,"C++,C,Perl,Python"
https://github.com/pyrogram/tgcrypto,pypi,10554,818,0,setuptools Extension,"",0,0,"C,Python"
https://github.com/rust-lang/libz-sys,cargo,10491,59185,3712,"",CMake,1,1803,"C,C++,C#,Ada,Rust"
https://github.com/gyscos/zstd-rs,cargo,10445,89437,2242,"","",1,9213,"C,Rust,C++,Python,Lua,Swift"
https://github.com/hazelcast/hazelcast,maven,10433,125,0,"","",0,0,"Java,C,Python,Kotlin"
https://github.com/google/googlesignin-ios,"cocoapods,swiftpm",10363,946,0,"","",0,0,"Objective-C,C,Swift,Ruby"
https://github.com/intelpython/mkl_fft,"conda,pypi",10209,265,0,setuptools Extension,Meson,0,0,"Python,C"
https://github.com/xerial/snappy-java,maven,10147,5199,295,"",CMake,0,0,"Java,C,C++,Scala"
https://github.com/al45tair/netifaces,pypi,10026,2353,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/antlr/antlr4,maven,9973,6337,11487,"",CMake,0,0,"Java,C#,C,Swift,JavaScript,C++,Python,TypeScript,Dart,Go,Objective-C"
https://github.com/pypa/pipenv,pypi,9816,9130,0,"","",0,0,"Python,C,JavaScript"
https://github.com/nabijaczleweli/vswhom-sys.rs,cargo,9679,0,296,"","",1,33,"Rust,C++"
https://github.com/microsoft/onnxruntime,pypi,9609,368821,1956944,setuptools Extension,CMake,1,3938,"C++,C,Python,TypeScript,C#,JavaScript,Java,Objective-C,Rust,Go,Kotlin,Prolog,Swift"
https://github.com/alexcrichton/backtrace-rs,cargo,9353,10,11,"","",1,6633,"Rust,C,C++"
https://github.com/wandb/wandb,pypi,9299,154,188,"","",1,12381,"Python,Go,Rust,C#,C,C++"
https://github.com/ruby/stringio,rubygems,9166,1381,0,mkmf,"",0,0,"Ruby,Java,C"
https://github.com/magicstack/httptools,pypi,9068,0,0,setuptools Extension,"",0,0,Python
https://github.com/intelpython/mkl-service,"conda,pypi",9025,148,0,setuptools Extension,Meson,0,0,"Python,C"
https://github.com/oconnor663/blake2_simd,cargo,8990,133094,0,"","",1,8455,"Rust,C,Python"
https://github.com/svprogresshud/svprogresshud,cocoapods,8973,0,0,"","",0,0,"Objective-C,C,Swift"
https://github.com/apache/spark,"pypi,maven",8896,19,0,"","",0,0,"Scala,Python,Java,R,JavaScript,Ruby,C"
https://github.com/gtk-rs/gtk3-rs,cargo,8833,4832,0,"","",1,195323,"Rust,C"
https://github.com/redis/hiredis-py,pypi,8781,644,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/onnx/onnx,pypi,8716,10366,53108,"",CMake,0,0,"Python,C,C++,JavaScript"
https://github.com/google/google-toolbox-for-mac,cocoapods,8691,1706,0,"","",0,0,"Objective-C,C,Python,Swift"
https://github.com/explosion/murmurhash,pypi,8689,183,0,setuptools Extension,"",0,0,"Python,C,C++"
https://github.com/explosion/cymem,pypi,8676,0,0,setuptools Extension,"",0,0,Python
https://github.com/explosion/preshed,pypi,8671,160,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/justjake/quickjs-emscripten,npm,8662,158925,0,"","",0,0,"TypeScript,JavaScript,C"
https://github.com/image-rs/image-gif,cargo,8659,89,0,"","",1,4251,"Rust,C"
https://github.com/explosion/thinc,pypi,8632,0,342,setuptools Extension,"",0,0,"Python,JavaScript"
https://github.com/crossbario/autobahn-python,pypi,8630,39191,55119,"",CMake,0,33086,"Python,TypeScript,Rust,C,JavaScript,Java,Swift,C++,C#,Kotlin,Go,Lua,PHP,Nim,Dart,Perl"
https://github.com/googleapis/python-crc32c,pypi,8602,403,937,setuptools Extension,"",0,0,"C++,C,Python"
https://github.com/reactivex/rxswift,"cocoapods,swiftpm",8561,383,0,"","",0,0,"Swift,C,JavaScript,Objective-C,Ruby"
https://github.com/intelpython/mkl_random,"conda,pypi",8486,422,2026,setuptools Extension,Meson,0,0,"Python,C,C++"
https://github.com/facebook/socketrocket,cocoapods,8470,345,0,"","",0,0,"C,Objective-C,Ruby,Go,JavaScript,Python"
https://github.com/dtolnay/cxx,cargo,8444,1414,1597,"","",1,18748,"Rust,C,C++,JavaScript"
https://github.com/fusesource/jansi,maven,8388,1488,0,"","",0,0,"Java,C"
https://github.com/continuumio/pycosat,pypi,8334,7353,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/haskell/time,hackage,8194,162,0,"",Autotools,0,0,"Haskell,C"
https://github.com/relevance/rcov,rubygems,8188,375,0,mkmf,"",0,0,"Ruby,Java,JavaScript,C,Emacs Lisp"
https://github.com/grpc/grpc-ios,"cocoapods,swiftpm",8085,346110,173767,"","",0,0,"C,C++,Objective-C,Swift,Python"
https://github.com/google/boringssl,cocoapods,8074,61295,177797,"",CMake,1,18926,"C++,C,Go,Rust,Perl,Python"
https://github.com/coleifer/peewee,pypi,7932,0,0,setuptools Extension,"",0,0,"Python,JavaScript"
https://github.com/ilanschnell/bitarray,pypi,7845,9397,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/alexcrichton/gcc-rs,cargo,7843,45,8,"","",1,9455,"Rust,C,C++"
https://github.com/onevcat/kingfisher,"cocoapods,swiftpm",7797,224,0,"","",0,0,"Swift,C,Objective-C,Ruby"
https://github.com/samsaffron/fast_blank,rubygems,7762,82,0,mkmf,"",0,0,"Ruby,C,Java"
https://github.com/blake3-team/blake3,cargo,7735,4243,29,"",CMake,1,10300,"Rust,C,C++,Python"
https://github.com/pyca/pynacl,pypi,7717,50429,0,"",CMake,0,0,"C,Python,C#,Zig"
https://github.com/python-trio/trio,pypi,7679,0,0,setuptools Extension,"",0,0,Python
https://github.com/pyinstaller/pyinstaller,pypi,7678,22394,0,"","",0,0,"Python,C"
https://github.com/shapely/shapely,"pypi,conda",7674,7726,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/redis/hiredis-rb,rubygems,7651,505,0,mkmf,"",0,0,"Ruby,C"
https://github.com/rubys/nokogumbo,rubygems,7649,32962,6927,mkmf,"",0,0,"C,Ruby,C++"
https://github.com/ppwwyyxx/cocoapi,pypi,7625,372,504,setuptools Extension,"",0,0,"Objective-C,Python,Lua,C,C++"
https://github.com/ruby-prof/ruby-prof,rubygems,7615,2882,0,mkmf,"",0,0,"Ruby,C"
https://github.com/cardmagic/classifier,rubygems,7555,976,0,mkmf,"",0,0,"Ruby,C"
https://github.com/apache/activemq,maven,7528,0,316,"","",0,0,"Java,JavaScript,C#,Python,TypeScript,C++,Ruby,PHP,Groovy"
https://github.com/ffi/ffi-compiler,rubygems,7509,16,0,"","",0,0,"Ruby,C"
https://github.com/ia0/data-encoding,cargo,7395,84,0,"","",1,8161,"Rust,C,JavaScript"
https://github.com/smithay/wayland-rs,cargo,7390,34,0,"",CMake,1,21743,"Rust,C,Python"
https://github.com/libgdx/libgdx,maven,7298,202327,206312,"",CMake,0,0,"Java,C,C++,Python,Lua,JavaScript,Perl"
https://github.com/pyproj4/pyproj,"conda,pypi",7284,0,0,setuptools Extension,"",0,0,Python
https://github.com/erikdoe/ocmock,cocoapods,7274,1623,0,"","",0,0,"C,Objective-C,Swift,Ruby"
https://github.com/image-rs/image-tiff,cargo,7260,1498,0,"","",1,12225,"Rust,C"
https://github.com/explosion/cython-blis,pypi,7186,861391,0,setuptools Extension,"",0,0,"C,Objective-C,Fortran,Python,Emacs Lisp"
https://github.com/dtolnay/link-cplusplus,cargo,7174,0,4,"","",1,31,"Rust,C++"
https://github.com/raphw/byte-buddy,maven,7043,101,0,"","",0,0,"Java,C"
https://github.com/dvarrazzo/py-setproctitle,pypi,6819,950,0,setuptools Extension,"",0,0,"C,Python"
https://github.com/harfbuzz/ttf-parser,cargo,6795,481,1084,"",Meson,1,23784,"Rust,C,C++,Prolog,Python"
https://github.com/grpc/grpc-java,maven,6736,42,1276,"",CMake,0,0,"Java,Prolog,C++,C"
https://github.com/alexcrichton/bzip2-rs,cargo,6690,5827,0,"","",1,1122,"C,Rust,Perl"
https://github.com/amueller/word_cloud,pypi,6629,0,0,setuptools Extension,"",0,0,Python
https://github.com/haskell/vector,hackage,6595,4,0,"","",0,0,"Haskell,C"
https://github.com/python-hyper/brotlipy,"conda,pypi",6521,36514,2381,"",CMake,0,0,"C,Java,Python,C#,C++,Go,JavaScript,TypeScript,Kotlin"
https://github.com/pygobject/pycairo,pypi,6516,9268,0,"",Meson,0,0,"Python,C"
https://github.com/discourse/mini_racer,rubygems,6375,2802,1095,mkmf,"",0,0,"Ruby,JavaScript,C,C++"
https://github.com/benhoyt/scandir,pypi,6349,1600,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/jax-ml/jax,pypi,6336,6631,39315,"","",0,0,"Python,C++,C,JavaScript"
https://github.com/unicode-org/icu,"maven,conda",6271,194576,805709,"","",0,0,"C,C++,Java,Perl,Python,Emacs Lisp"
https://github.com/liranringel/ipconfig,cargo,6250,2,0,"","",1,3329,"Rust,C"
https://github.com/gtk-rs/gtk-rs-core,cargo,6208,2804,0,"","",1,181938,"Rust,C"
https://github.com/sighingnow/libclang,pypi,6073,21,0,"","",0,0,"Python,C"
https://github.com/apache/tika,maven,6036,9,6,"","",0,0,"Java,Python,Objective-C,C,Groovy,JavaScript,C++"
https://github.com/pbrady/fastcache,pypi,6022,1007,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/falood/file_system,hex,6020,456,0,"","",0,0,"Elixir,C,C#"
https://github.com/magicstack/asyncpg,pypi,5961,2381,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/spyder-ide/spyder,"conda,pypi",5899,19,67,setuptools Extension,"",0,0,"JavaScript,Python,C++,C,Elixir,Erlang,Java,Julia,R"
https://github.com/haskell/network,hackage,5843,536,0,"",Autotools,0,0,"Haskell,C"
https://github.com/tmm1/stackprof,rubygems,5841,789,0,mkmf,"",0,0,"Ruby,C,JavaScript,Perl,Python"
https://github.com/taf2/curb,rubygems,5755,8324,0,mkmf,"",0,0,"Ruby,C"
https://github.com/shepmaster/twox-hash,cargo,5753,55150,35,"",CMake,1,4862,"C,Rust,C++,JavaScript,R"
https://github.com/codermjlee/mjrefresh,cocoapods,5741,532,0,"","",0,0,"C,Objective-C,Swift"
https://github.com/tox-dev/sphinx-autodoc-typehints,pypi,5702,168,0,"","",0,0,"Python,C"
https://github.com/breathe-doc/breathe,"conda,pypi",5684,2050,192,"","",0,0,"C,Python,C++"
https://github.com/mockk/mockk,maven,5663,4460,5184,"","",0,0,"Kotlin,Java,C++,JavaScript"
https://github.com/lightgbm-org/lightgbm,pypi,5625,237465,187962,setuptools Extension,CMake,0,0,"C++,C,Python,R,Fortran,Common Lisp,JavaScript"
https://github.com/facebookresearch/faiss,pypi,5592,40962,84420,"",CMake,0,0,"C++,C,Python,Objective-C"
https://github.com/facebook/ios-snapshot-test-case,cocoapods,5507,127,0,"","",0,0,"Objective-C,C,Swift"
https://github.com/pyglet/pyglet,pypi,5501,171,0,"","",0,0,"Python,JavaScript,C"
https://github.com/tensorflow/io,pypi,5470,154501,33322,setuptools Extension,"",0,0,"Python,C++,C,R,JavaScript,Swift,Go"
https://github.com/ludwigschwardt/python-gnureadline,pypi,5468,9467,0,setuptools Extension,"",0,0,"C,Python"
https://github.com/trifectatechfoundation/bzip2-rs,cargo,5415,5827,0,"","",1,1122,"C,Rust,Perl"
https://github.com/uqfoundation/multiprocess,pypi,5281,8923,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/python-lz4/python-lz4,pypi,5278,9139,0,setuptools Extension,"",0,0,"Python,C"
https://github.com/openprinting/pycups,pypi,5265,8291,0,setuptools Extension,"",0,0,"C,Python"
https://github.com/matej/mbprogresshud,cocoapods,5236,92,0,"","",0,0,"Objective-C,C,Swift"
https://github.com/google/python-subprocess32,pypi,5136,812,0,setuptools Extension,Autotools,0,0,"Python,C"
https://github.com/openid/appauth-ios,"cocoapods,swiftpm",5098,1592,0,"","",0,0,"C,Objective-C,Swift,Ruby"
https://github.com/brendanzab/gl-rs,cargo,4880,170487,559399,"","",1,3404,"C,C++,JavaScript,Python,Objective-C,Rust,PHP,Java,Perl,Tcl"
https://github.com/tauri-apps/tauri,cargo,4870,9,0,"","",1,74678,"Rust,Kotlin,JavaScript,TypeScript,Swift,Prolog,C,Objective-C"
https://github.com/abseil/abseil-cpp,cocoapods,4841,53018,135814,"",CMake,0,0,"C++,C,Python"
https://github.com/luislavena/mysql-gem,rubygems,4763,1963,0,mkmf,"",0,0,"Ruby,C"
https://github.com/quick/nimble,"cocoapods,swiftpm",4757,332,0,"","",0,0,"Swift,Objective-C,C,Ruby"
https://github.com/vmg/rinku,rubygems,4700,1036,0,mkmf,"",0,0,"C,Ruby"
https://github.com/rmosolgo/graphql-ruby,rubygems,4698,4463,0,"","",0,0,"Ruby,TypeScript,JavaScript,C"
https://github.com/google/gtmappauth,"cocoapods,swiftpm",4681,53,0,"","",0,0,"Swift,Objective-C,C,Ruby"
https://github.com/rusqlite/rusqlite,cargo,4617,363151,0,"","",1,43527,"Rust,C"
https://github.com/mitchellh/vagrant,rubygems,4575,34,0,mkmf,"",0,0,"Ruby,Go,C,Emacs Lisp"
https://github.com/ekmett/lens,hackage,4552,20,0,"","",0,0,"Haskell,C"
https://github.com/xlwings/xlwings,pypi,4545,201,900,setuptools Extension,"",1,200,"Python,C,C++,JavaScript,TypeScript,Rust"
https://github.com/tauri-apps/javascriptcore-rs,cargo,4532,86,0,"","",1,29548,"Rust,C,Python"
https://github.com/tauri-apps/webkit2gtk-rs,cargo,4531,397,0,"","",1,54791,"Rust,C,Python"
https://github.com/rust-lang/git2-rs,cargo,4507,273511,0,"",CMake,1,28459,"C,Rust,PHP,JavaScript,Python"
https://github.com/scikit-build/ninja-python-distributions,pypi,4432,1998,19587,"",CMake,0,0,"C++,C,Python"
https://github.com/quick/quick,"cocoapods,swiftpm",4383,482,0,"","",0,0,"Swift,Objective-C,JavaScript,C,Ruby"
https://github.com/gfx-rs/metal-rs,cargo,4321,16,0,"","",1,12482,"Rust,C"
https://github.com/cotag/http-parser,rubygems,4267,6278,0,"","",0,0,"Ruby,C"
https://github.com/pybind/pybind11,pypi,4222,19986,14954,"",CMake,0,0,"C++,Python,C"
https://github.com/newrelic/newrelic-python-agent,pypi,4206,3303,0,setuptools Extension,"",0,0,"Python,C,JavaScript"
https://github.com/enthought/comtypes,pypi,4158,299,1288,"","",0,0,"Python,C,C++,JavaScript"
https://github.com/awslabs/aws-crt-php,packagist,4154,2861,0,phpize,CMake,0,263,"PHP,C,Python,Rust"
https://github.com/bytecodealliance/wasm-tools,cargo,4149,322,0,"","",1,153310,"Rust,TypeScript,C,Python"
